"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
U07,UNIV. SIDI BEL ABBES,A00TCL03,SCIENCES ET TECHNOLOGIES,11.02,nan,nan
U07,UNIV. SIDI BEL ABBES,A05TCL01,GENIE CIVIL,10.18,nan,nan
U07,UNIV. SIDI BEL ABBES,A08TCL01,GENIE DES PROCEDES,10.60,nan,nan
U07,UNIV. SIDI BEL ABBES,A16IAN01,ELECTROTECHNIQUE,12.00,nan,nan
U07,UNIV. SIDI BEL ABBES,A16TCL01,ELECTROTECHNIQUE,10.34,nan,nan
U07,UNIV. SIDI BEL ABBES,A17IAN02,"ELECTRONIQUE (SYSTEMES ELECTRONIQUESAUTONOMES ET INTELLIGENCE ARTIFICIELLE)",14.47,nan,nan
U07,UNIV. SIDI BEL ABBES,A19TCL01,GENIE MECANIQUE,10.45,nan,nan
U07,UNIV. SIDI BEL ABBES,B00LAL02,SCIENCES DE LA MATIERE,10.06,nan,nan
U07,UNIV. SIDI BEL ABBES,C01LAL01,INFORMATIQUE,13.85,13.81,nan
U07,UNIV. SIDI BEL ABBES,C01TCL03,INFORMATIQUE,14.19,14.78,nan
U07,UNIV. SIDI BEL ABBES,C02LAL01,MATHEMATIQUES,12.06,10.08,nan
U07,UNIV. SIDI BEL ABBES,D00LAL04,SCIENCES DE LA NATURE ET DE LA VIE,10.99,13.64,nan
U07,UNIV. SIDI BEL ABBES,D03TCL01,SCIENCES AGRONOMIQUES,10.09,10.65,nan
U07,UNIV. SIDI BEL ABBES,F00LAL02,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",11.08,12.08,13.31
U07,UNIV. SIDI BEL ABBES,F03FPN01,"SCIENCES COMMERCIALES (FORMATIONSPROFESSIONNALISANTES)",11.83,12.97,14.2
U07,UNIV. SIDI BEL ABBES,G01LAL02,SCIENCES POLITIQUES,10.00,10.21,10.08
U07,UNIV. SIDI BEL ABBES,G02LAL01,DROIT,10.00,10.0,10.97
U07,UNIV. SIDI BEL ABBES,H01LAL02,LANGUE FRANCAISE,11.00,11.06,11.02
U07,UNIV. SIDI BEL ABBES,H04LAL01,LANGUE ALLEMANDE,11.00,11.02,11.01
U07,UNIV. SIDI BEL ABBES,H06LAL01,LANGUE ANGLAISE,11.79,12.56,13.44
U07,UNIV. SIDI BEL ABBES,I17LAL02,SCIENCES HUMAINES,10.00,10.02,nan
U07,UNIV. SIDI BEL ABBES,I19LAL03,SCIENCES SOCIALES,10.36,11.1,nan
U07,UNIV. SIDI BEL ABBES,K00LAL01,ARTS,--,10.0,nan
