"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
C19,UNIV. BEJAIA,D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,10.0,10.30,nan
C19,UNIV. BEJAIA,D07FPN01,"SCIENCES ALIMENTAIRES (FORMATIONSPROFESSIONNALISANTES)",12.16,nan,nan
C19,UNIV. BEJAIA,D07IAN01,SCIENCES ALIMENTAIRES,12.67,nan,nan
C19,UNIV. BEJAIA,F00LAL02,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",10.31,11.26,12.37
C19,UNIV. BEJAIA,G02LAL01,DROIT,10.0,10.17,--
C19,UNIV. BEJAIA,GC0LAN02,INFORMATIQUE + DROIT,13.57,14.19,nan
C19,UNIV. BEJAIA,H01LAL01,LANGUE FRANCAISE,12.89,13.73,15.35
C19,UNIV. BEJAIA,H03IAN11,"TRADUCTION INTERPRETARIAT (ARABE, FRANCAIS,AMAZIGH)",13.16,nan,nan
C19,UNIV. BEJAIA,H06LAL01,LANGUE ANGLAISE,13.8,14.75,--
C19,UNIV. BEJAIA,I17LAL01,SCIENCES HUMAINES,11.01,11.85,nan
C19,UNIV. BEJAIA,I19LAL01,SCIENCES SOCIALES,11.55,12.57,nan
C19,UNIV. BEJAIA,J00LAL01,"SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ETSPORTIVES",11.49,nan,nan
C19,UNIV. BEJAIA,L00LAL01,LANGUE ET LITTERATURE ARABES,10.0,10.00,nan
C19,UNIV. BEJAIA,M00LAL01,LANGUE ET CULTURE AMAZIGHES,10.39,11.18,nan
C19,UNIV. BEJAIA,N05IAL01,ARCHITECTURE,13.46,nan,nan
C19,UNIV. BEJAIA,NI0LAN01,ARCHITECTURE + SCIENCES SOCIALES (SOCIOLOGIE),14.31,nan,nan
C19,UNIV. BEJAIA,PC0LAN05,MEDECINE + INFORMATIQUE,17.5,--,nan
Z07,CENTRE DE FORMATION CONTINUE BISKRA,F00FCL01,"SCIENCES ECONOMIQUES DE GESTION ET SCIENCESCOMMERCIALES (FORMATION CONTINUE)",10.08,10.32,10.24
Z07,CENTRE DE FORMATION CONTINUE BISKRA,G02FCL01,DROIT (FORMATION CONTINUE),10.0,10.13,--
Z07,CENTRE DE FORMATION CONTINUE BISKRA,H06FCL01,ANGLAIS TECHNIQUE (FORMATION CONTINUE),10.11,10.00,10.05
