"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
Z11,CENTRE DE FORMATION CONTINUE ELOUED,I03FCL01,"SCIENCES HUMAINES ET SOCIALES SCIENCES DE LINFORMATION ET DE LA COMMUNICATION (FORMATIONCONTINUE)",10.02,10.03,nan
P74,"ECOLE NATIONALE SUPERIEURE DAGRICULTURE SAHARIENNE D EL OUED",D00CAN13,"FB SP ECOLE NATIONALE SUPERIEURE D AGRICULTURESAHARIENNE D EL OUED",12.93,13.65,nan
E25,UNIV EL OUED,A00LAL01,SCIENCES ET TECHNOLOGIES,10.0,nan,nan
E25,UNIV EL OUED,A05TCL01,GENIE CIVIL,10.37,nan,nan
E25,UNIV EL OUED,A08TCL01,GENIE DES PROCEDES,10.07,nan,nan
E25,UNIV EL OUED,A16TCL01,ELECTROTECHNIQUE,10.61,nan,nan
E25,UNIV EL OUED,A19TCL01,GENIE MECANIQUE,10.73,nan,nan
E25,UNIV EL OUED,B00LAL01,SCIENCES DE LA MATIERE,10.03,nan,nan
E25,UNIV EL OUED,C01LAL01,INFORMATIQUE,10.07,10.22,nan
E25,UNIV EL OUED,C02LAL01,MATHEMATIQUES,10.9,10.08,nan
E25,UNIV EL OUED,D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,11.26,12.12,nan
E25,UNIV EL OUED,D03TCL01,SCIENCES AGRONOMIQUES,10.09,10.13,nan
E25,UNIV EL OUED,F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",10.16,11.12,12.25
E25,UNIV EL OUED,G01LAL02,SCIENCES POLITIQUES,10.0,10.0,10.19
E25,UNIV EL OUED,G02LAL01,DROIT,10.16,10.84,11.84
E25,UNIV EL OUED,H01LAL01,LANGUE FRANCAISE,11.0,11.22,11.98
E25,UNIV EL OUED,H03IAL16,"TRADUCTION INTERPRETARIAT (ARABE, FRANCAIS,ANGLAIS)",13.02,nan,nan
E25,UNIV EL OUED,H06LAL01,LANGUE ANGLAISE,12.17,12.98,13.88
E25,UNIV EL OUED,I17LAL02,SCIENCES HUMAINES,10.0,10.01,nan
E25,UNIV EL OUED,I19LAL02,SCIENCES SOCIALES,10.65,11.42,nan
E25,UNIV EL OUED,I20LAL01,SCIENCES ISLAMIQUES,10.0,10.0,nan
