"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
U31,UNIV. ORAN 2,H05LAL01,LANGUE RUSSE,11.48,12.28,nan
U31,UNIV. ORAN 2,H06LAL01,LANGUE ANGLAISE,12.75,13.59,14.58
U31,UNIV. ORAN 2,HG0LAN01,LANGUE ANGLAISE + SCIENCES POLITIQUES,14.07,14.77,nan
U31,UNIV. ORAN 2,I19LAL03,SCIENCES SOCIALES,10.0,10.2,nan
W90,USTO ORAN I.S.T.A,A18TPN02,"GENIE  INDUSTRIEL (FORMATIONSPROFESSIONNALISANTES)",12.85,13.63,nan
W90,USTO ORAN I.S.T.A,A18TPN04,"GENIE  INDUSTRIEL (FORMATIONSPROFESSIONNALISANTES)",12.05,12.66,nan
U26,C. UNIV. EL BAYADH,A00LAL02,SCIENCES ET TECHNOLOGIES,10.02,nan,nan
U26,C. UNIV. EL BAYADH,A05TCL01,GENIE CIVIL,10.51,nan,nan
U26,C. UNIV. EL BAYADH,A16TCL01,ELECTROTECHNIQUE,10.51,nan,nan
U26,C. UNIV. EL BAYADH,C01LAL01,INFORMATIQUE,11.23,11.33,nan
U26,C. UNIV. EL BAYADH,C02LAL01,MATHEMATIQUES,13.98,10.0,nan
U26,C. UNIV. EL BAYADH,D00LAL04,SCIENCES DE LA NATURE ET DE LA VIE,10.0,10.53,nan
U26,C. UNIV. EL BAYADH,D03TCL01,SCIENCES AGRONOMIQUES,10.14,10.19,nan
U26,C. UNIV. EL BAYADH,F00LAL02,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",10.0,10.0,10.0
U26,C. UNIV. EL BAYADH,G02LAL02,DROIT,10.01,10.08,10.09
U26,C. UNIV. EL BAYADH,H01LAL01,LANGUE FRANCAISE,11.04,11.02,11.0
U26,C. UNIV. EL BAYADH,H06LAL01,LANGUE ANGLAISE,11.0,11.0,11.02
U26,C. UNIV. EL BAYADH,I17LAL02,SCIENCES HUMAINES,10.1,10.59,nan
U26,C. UNIV. EL BAYADH,I19LAL03,SCIENCES SOCIALES,10.0,10.02,nan
U26,C. UNIV. EL BAYADH,J00LAL01,"SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ETSPORTIVES",11.81,nan,nan
U26,C. UNIV. EL BAYADH,L00LAL03,LANGUE ET LITTERATURE ARABES,10.01,10.17,nan
