"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers TIMIMOUN,--,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PML01,"LANGUE FRANCAISE (P.E.M) -- pour bacheliers BORDJ BADJIMOKHTAR",--,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers BENI ABBES,14.30,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers ADRAR,13.12,13.12,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers BECHAR,13.36,13.56,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers EL BAYADH,13.88,13.80,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers TINDOUF,13.05,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers NAAMA,13.77,14.17,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers TIMIMOUN,--,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers BORDJ BADJI MOKHTAR,--,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers BENI ABBES,--,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers ADRAR,14.57,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers BECHAR,15.02,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers EL BAYADH,14.28,14.61,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers TINDOUF,15.20,14.72,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers NAAMA,15.89,14.32,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers TIMIMOUN,--,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PSL01,"LANGUE FRANCAISE (P.E.S) -- pour bacheliers BORDJ BADJIMOKHTAR",--,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers BENI ABBES,15.44,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers ADRAR,15.22,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers BECHAR,14.00,14.72,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers EL BAYADH,14.40,15.42,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers TINDOUF,15.20,--,nan
