"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
Z41,"CENTRE DE FORMATION CONTINUEGHARDAIA",F00FCL01,"SCIENCES ECONOMIQUES DE GESTION ET SCIENCESCOMMERCIALES (FORMATION CONTINUE)",10.14,10.99,10.06
Z41,"CENTRE DE FORMATION CONTINUEGHARDAIA",G02FCL01,DROIT (FORMATION CONTINUE),10.04,--,--
Z41,"CENTRE DE FORMATION CONTINUEGHARDAIA",H06FCL01,ANGLAIS TECHNIQUE (FORMATION CONTINUE),10.19,10.02,10.35
Z41,"CENTRE DE FORMATION CONTINUEGHARDAIA",I03FCL01,"SCIENCES HUMAINES ET SOCIALES SCIENCES DE LINFORMATION ET DE LA COMMUNICATION (FORMATIONCONTINUE)",10.61,12.07,nan
C32,UNIV. GHARDAIA,A00LAL01,SCIENCES ET TECHNOLOGIES,10.0,nan,nan
C32,UNIV. GHARDAIA,A05TCL01,GENIE CIVIL,10.1,nan,nan
C32,UNIV. GHARDAIA,A08TCL01,GENIE DES PROCEDES,10.42,nan,nan
C32,UNIV. GHARDAIA,A09FPN03,"ENERGIES RENOUVELABLES (FORMATIONSPROFESSIONNALISANTES)",11.83,nan,nan
C32,UNIV. GHARDAIA,A16TCL01,ELECTROTECHNIQUE,10.24,nan,nan
C32,UNIV. GHARDAIA,A19TCL01,GENIE MECANIQUE,10.76,nan,nan
C32,UNIV. GHARDAIA,B00LAL03,SCIENCES DE LA MATIERE,10.23,nan,nan
C32,UNIV. GHARDAIA,C01LAL03,INFORMATIQUE,10.09,10.00,nan
C32,UNIV. GHARDAIA,C02LAL03,MATHEMATIQUES,10.4,10.08,nan
C32,UNIV. GHARDAIA,D00LAL02,SCIENCES DE LA NATURE ET DE LA VIE,10.0,11.12,nan
C32,UNIV. GHARDAIA,D03TCL01,SCIENCES AGRONOMIQUES,10.59,10.23,nan
C32,UNIV. GHARDAIA,F00LAL02,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",10.0,10.00,10.02
C32,UNIV. GHARDAIA,G02LAL03,DROIT,10.0,10.05,10.27
C32,UNIV. GHARDAIA,H01LAL02,LANGUE FRANCAISE,11.42,12.09,11.04
C32,UNIV. GHARDAIA,H06LAL01,LANGUE ANGLAISE,11.01,11.03,11.01
C32,UNIV. GHARDAIA,I17LAL02,SCIENCES HUMAINES,10.04,10.37,nan
