"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
Z29,"CENTRE DE FORMATION CONTINUEELBAYADH",F00FCL01,"SCIENCES ECONOMIQUES DE GESTION ET SCIENCESCOMMERCIALES (FORMATION CONTINUE)",10.34,10.00,10.09
Z29,"CENTRE DE FORMATION CONTINUEELBAYADH",G02FCL01,DROIT (FORMATION CONTINUE),10.06,10.11,--
Z29,"CENTRE DE FORMATION CONTINUEELBAYADH",H06FCL01,ANGLAIS TECHNIQUE (FORMATION CONTINUE),10.0,10.09,10.06
Z29,"CENTRE DE FORMATION CONTINUEELBAYADH",I03FCL01,"SCIENCES HUMAINES ET SOCIALES SCIENCES DE LINFORMATION ET DE LA COMMUNICATION (FORMATIONCONTINUE)",10.54,11.00,nan
C41,C. UNIV ILLIZI,C01LAL01,INFORMATIQUE,12.23,10.00,nan
C41,C. UNIV ILLIZI,F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",10.0,10.36,11.62
C41,C. UNIV ILLIZI,G02LAL03,DROIT,10.0,10.08,--
C41,C. UNIV ILLIZI,H06LAL02,LANGUE ANGLAISE,11.04,11.05,11.61
C41,C. UNIV ILLIZI,I19LAL03,SCIENCES SOCIALES,10.01,10.21,nan
Z28,CENTRE DE FORMATION CONTINUE ILLIZI,F00FCL01,"SCIENCES ECONOMIQUES DE GESTION ET SCIENCESCOMMERCIALES (FORMATION CONTINUE)",10.37,10.04,10.61
Z28,CENTRE DE FORMATION CONTINUE ILLIZI,G02FCL01,DROIT (FORMATION CONTINUE),10.15,--,--
Z28,CENTRE DE FORMATION CONTINUE ILLIZI,H06FCL01,ANGLAIS TECHNIQUE (FORMATION CONTINUE),10.04,10.15,10.16
Z28,CENTRE DE FORMATION CONTINUE ILLIZI,I03FCL01,"SCIENCES HUMAINES ET SOCIALES SCIENCES DE LINFORMATION ET DE LA COMMUNICATION (FORMATIONCONTINUE)",10.89,--,nan
Z47,"CENTRE DE FORMATION CONTINUE BORD BOUARRERIDJ",F00FCL01,"SCIENCES ECONOMIQUES DE GESTION ET SCIENCESCOMMERCIALES (FORMATION CONTINUE)",11.63,10.09,10.07
Z47,"CENTRE DE FORMATION CONTINUE BORD BOUARRERIDJ",G02FCL01,DROIT (FORMATION CONTINUE),10.02,10.15,10.63
Z47,"CENTRE DE FORMATION CONTINUE BORD BOUARRERIDJ",H06FCL01,ANGLAIS TECHNIQUE (FORMATION CONTINUE),10.0,10.02,10.07
