"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
E49,UNIV. OUARGLA – I.S.T.A.,A21TPN01,"HYGIENE ET SECURITE INDUSTRIELLE (FORMATIONSPROFESSIONNALISANTES)",12.36,13.01,nan
E49,UNIV. OUARGLA – I.S.T.A.,F00TPN01,"SCIENCES DE GESTION SCIENCES FINANCIERES ETCOMPTABILITE (FORMATIONS PROFESSIONNALISANTES)",13.09,--,--
Z23,CENTRE DE FORMATION CONTINUE ORAN,F00FCL01,"SCIENCES ECONOMIQUES DE GESTION ET SCIENCESCOMMERCIALES (FORMATION CONTINUE)",10.0,10.04,10.01
Z23,CENTRE DE FORMATION CONTINUE ORAN,G02FCL01,DROIT (FORMATION CONTINUE),10.0,10.07,--
Z23,CENTRE DE FORMATION CONTINUE ORAN,H06FCL01,ANGLAIS TECHNIQUE (FORMATION CONTINUE),10.68,11.38,12.20
Z23,CENTRE DE FORMATION CONTINUE ORAN,I03FCL01,"SCIENCES HUMAINES ET SOCIALES SCIENCES DE LINFORMATION ET DE LA COMMUNICATION (FORMATIONCONTINUE)",10.0,10.28,nan
P27,ECOLE NATIONALE POLYTECHNIQUE D ORAN,A00CAN08,FB ST ECOLE NATIONALE POLYTECHNIQUE D ORAN,16.26,nan,nan
P25,ECOLE SUPERIEURE D ECONOMIE D ORAN,F00CAN04,FB SECSG ECOLE SUPERIEURE DE D ECONOMIE D ORAN,14.34,nan,nan
P81,"ECOLE SUPERIEURE DES SCIENCESBIOLOGIQUES D ORAN",D00CAN08,"FB SNV ECOLE SUPERIEURE DES SCIENCES BIOLOGIQUESD ORAN",15.13,16.00,nan
P14,"ECOLE SUPERIEURE EN GENIE ELECTRIQUE ETENERGETIQUE D ORAN",A00CAN03,"FB ST ECOLE SUPERIEURE EN GENIE ELECTRIQUE ETENERGETIQUE D ORAN",15.48,nan,nan
U02,U.S.T.O. (ORAN),A00LAL05,SCIENCES ET TECHNOLOGIES,10.0,nan,nan
U02,U.S.T.O. (ORAN),A00TCL03,SCIENCES ET TECHNOLOGIES,11.28,nan,nan
U02,U.S.T.O. (ORAN),A02LAN01,AUTOMATIQUE (SYSTEME AUTOMOBILE),13.9,nan,nan
U02,U.S.T.O. (ORAN),A04LAL02,METALLURGIE,12.76,nan,nan
U02,U.S.T.O. (ORAN),A05TCL01,GENIE CIVIL,10.3,nan,nan
U02,U.S.T.O. (ORAN),A06IAN01,AERONAUTIQUE,14.95,nan,nan
U02,U.S.T.O. (ORAN),A08TCL02,GENIE DES PROCEDES,11.0,nan,nan
U02,U.S.T.O. (ORAN),A09IAN01,ELECTROTECHNIQUE,13.41,nan,nan
U02,U.S.T.O. (ORAN),A10LAN01,GENIE MARITIME,13.61,nan,nan
U02,U.S.T.O. (ORAN),A12LAL03,HYDRAULIQUE,12.54,nan,nan
