"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
E22,"ECOLE NORMALE SUPERIEURE DECONSTANTINE (E.N.S)",I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers OUM-EL-BOUAGHI,16.14,nan,nan
E22,"ECOLE NORMALE SUPERIEURE DECONSTANTINE (E.N.S)",I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers BATNA,15.88,nan,nan
E22,"ECOLE NORMALE SUPERIEURE DECONSTANTINE (E.N.S)",I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers BEJAIA,14.46,nan,nan
E22,"ECOLE NORMALE SUPERIEURE DECONSTANTINE (E.N.S)",I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers BISKRA,15.11,nan,nan
E22,"ECOLE NORMALE SUPERIEURE DECONSTANTINE (E.N.S)",I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers TEBESSA,15.17,nan,nan
E22,"ECOLE NORMALE SUPERIEURE DECONSTANTINE (E.N.S)",I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers JIJEL,15.85,nan,nan
E22,"ECOLE NORMALE SUPERIEURE DECONSTANTINE (E.N.S)",I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers SETIF,15.81,nan,nan
E22,"ECOLE NORMALE SUPERIEURE DECONSTANTINE (E.N.S)",I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers SKIKDA,15.41,nan,nan
E22,"ECOLE NORMALE SUPERIEURE DECONSTANTINE (E.N.S)",I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers ANNABA,15.22,nan,nan
E22,"ECOLE NORMALE SUPERIEURE DECONSTANTINE (E.N.S)",I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers GUELMA,15.83,nan,nan
E22,"ECOLE NORMALE SUPERIEURE DECONSTANTINE (E.N.S)",I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers CONSTANTINE,15.73,nan,nan
E22,"ECOLE NORMALE SUPERIEURE DECONSTANTINE (E.N.S)",I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers OUARGLA,15.57,nan,nan
E22,"ECOLE NORMALE SUPERIEURE DECONSTANTINE (E.N.S)",I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers B.B.ARRERIDJ,15.73,nan,nan
E22,"ECOLE NORMALE SUPERIEURE DECONSTANTINE (E.N.S)",I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers ELTARF,15.43,nan,nan
