"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,H01PSL01,"LANGUE FRANCAISE (P.E.S) -- pour bacheliers OULEDDJELLAL",14.04,14.40,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers BISKRA,15.21,--,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers MSILA,15.17,16.00,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers B.B.ARRERIDJ,15.36,16.28,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,H06PPL01,"LANGUE ANGLAISE (P.E.P) -- pour bacheliers OULEDDJELLAL",14.23,15.21,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,J00PPN01,"EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pourbacheliers BISKRA",14.55,nan,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,J00PPN01,"EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pourbacheliers MSILA",15.18,nan,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,J00PPN01,"EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pourbacheliers B.B.ARRERIDJ",15.13,nan,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,J00PPN01,"EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pourbacheliers OULED DJELLAL",14.45,nan,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,L00PML01,"LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliersBISKRA",14.8,--,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,L00PML01,"LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliersMSILA",15.15,15.91,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,L00PML01,"LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliersB.B.ARRERIDJ",15.23,16.02,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,L00PML01,"LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliersOULED DJELLAL",14.3,--,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,L00PPL01,ARABE (P.E.P) -- pour bacheliers BISKRA,14.32,15.06,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,L00PPL01,ARABE (P.E.P) -- pour bacheliers MSILA,15.56,--,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,L00PPL01,ARABE (P.E.P) -- pour bacheliers B.B.ARRERIDJ,15.47,--,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,L00PPL01,ARABE (P.E.P) -- pour bacheliers OULED DJELLAL,13.67,15.82,nan
