"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers EL BAYADH,15.80,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers TINDOUF,16.43,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers NAAMA,16.53,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers TIMIMOUN,16.20,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C01PSL01,"INFORMATIQUE (P.E.S) -- pour bacheliers BORDJ BADJIMOKHTAR",--,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers BENI ABBES,15.48,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers ADRAR,14.70,15.20,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers BECHAR,14.80,15.10,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers EL BAYADH,14.73,15.45,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers TINDOUF,--,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers NAAMA,14.25,15.05,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers TIMIMOUN,--,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C02PML01,"MATHEMATIQUES (P.E.M) -- pour bacheliers BORDJ BADJIMOKHTAR",--,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers BENI ABBES,14.70,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers ADRAR,15.48,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers BECHAR,15.73,16.28,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers EL BAYADH,15.70,16.45,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers TINDOUF,14.88,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers NAAMA,15.09,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers TIMIMOUN,14.54,14.76,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C02PSL01,"MATHEMATIQUES (P.E.S.) -- pour bacheliers BORDJ BADJIMOKHTAR",--,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers BENI ABBES,15.12,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers ADRAR,15.00,nan,nan
