"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
E27,UNIV BOUIRA,J00LAL01,"SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ETSPORTIVES",10.0,nan,nan
E27,UNIV BOUIRA,L00LAL02,LANGUE ET LITTERATURE ARABES,10.02,10.08,nan
E27,UNIV BOUIRA,M00LAL01,LANGUE ET CULTURE AMAZIGHES,10.01,10.02,nan
C48,UNIV. BOUIRA – I.S.T.A,A08TPN01,"GENIE DES PROCEDES (FORMATIONSPROFESSIONNALISANTES)",11.83,12.40,nan
C48,UNIV. BOUIRA – I.S.T.A,A12TPN01,HYDRAULIQUE (FORMATIONS PROFESSIONNALISANTES),10.03,10.32,nan
Z04,"CENTRE DE FORMATION CONTINUETAMANGHASSET",F00FCL01,"SCIENCES ECONOMIQUES DE GESTION ET SCIENCESCOMMERCIALES (FORMATION CONTINUE)",11.34,10.01,10.09
Z04,"CENTRE DE FORMATION CONTINUETAMANGHASSET",G02FCL01,DROIT (FORMATION CONTINUE),10.02,--,--
C31,UNIV. TAMANGHASSET,A00LAL01,SCIENCES ET TECHNOLOGIES,10.02,nan,nan
C31,UNIV. TAMANGHASSET,A05TCL01,GENIE CIVIL,11.06,nan,nan
C31,UNIV. TAMANGHASSET,A16TCL01,ELECTROTECHNIQUE,11.07,nan,nan
C31,UNIV. TAMANGHASSET,A19TCL01,GENIE MECANIQUE,10.73,nan,nan
C31,UNIV. TAMANGHASSET,B00LAL02,SCIENCES DE LA MATIERE,10.52,nan,nan
C31,UNIV. TAMANGHASSET,C01LAL01,INFORMATIQUE,10.03,10.06,nan
C31,UNIV. TAMANGHASSET,C02LAL01,MATHEMATIQUES,12.3,10.15,nan
C31,UNIV. TAMANGHASSET,D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,10.0,--,nan
C31,UNIV. TAMANGHASSET,E03LAL02,GEOLOGIE,10.87,--,nan
C31,UNIV. TAMANGHASSET,F00LAL02,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",10.0,10.01,10.10
C31,UNIV. TAMANGHASSET,G01LAL03,SCIENCES POLITIQUES,10.53,10.11,--
C31,UNIV. TAMANGHASSET,G02LAL01,DROIT,10.0,10.31,--
C31,UNIV. TAMANGHASSET,H01LAL01,LANGUE FRANCAISE,11.17,11.91,11.21
C31,UNIV. TAMANGHASSET,H06LAL02,LANGUE ANGLAISE,11.07,11.13,12.24
