"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
U04,ECOLE NORMALE SUPERIEURE D ORAN,B00PML01,"SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pourbacheliers AIN-TEMOUCHENT",15.21,15.57,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,B00PML01,"SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pourbacheliers RELIZANE",16.1,--,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers TLEMCEN,14.72,15.47,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers MOSTAGANEM,15.24,--,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers ORAN,15.49,16.19,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,C02PML01,"MATHEMATIQUES (P.E.M) -- pour bacheliers AIN-TEMOUCHENT",15.1,15.47,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers RELIZANE,16.29,--,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers TLEMCEN,14.52,15.76,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers SAIDA,14.5,15.12,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H01PSL01,"LANGUE FRANCAISE (P.E.S) -- pour bacheliers SIDIBEL-ABBES",14.12,14.49,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers ORAN,15.6,16.28,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H01PSL01,"LANGUE FRANCAISE (P.E.S) -- pour bacheliers AIN-TEMOUCHENT",15.39,17.10,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers CHLEF,15.98,--,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers TLEMCEN,14.55,15.62,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers SIDIBEL-ABBES,14.52,--,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers MOSTAGANEM,14.68,--,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers MASCARA,15.23,16.23,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers ORAN,15.94,--,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers TISSEMSILT,15.17,16.44,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PPL01,"LANGUE ANGLAISE (P.E.P) -- pour bacheliers AIN-TEMOUCHENT",15.33,--,nan
