"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,B00PML01,"SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pourbacheliers TIMIMOUN",14.86,14.07,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,B00PML01,"SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pourbacheliers BORDJ BADJI MOKHTAR",--,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,B00PML01,"SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pourbacheliers BENI ABBES",14.08,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers ADRAR,14.90,15.55,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers BECHAR,16.14,15.52,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers EL BAYADH,15.39,16.07,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers TINDOUF,14.85,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers NAAMA,15.64,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers TIMIMOUN,15.10,16.39,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,B00PSL01,"SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers BORDJBADJI MOKHTAR",--,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers BENI ABBES,--,15.89,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers ADRAR,--,14.36,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers BECHAR,--,14.17,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers EL BAYADH,14.33,15.27,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers TINDOUF,--,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers NAAMA,14.41,14.96,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers TIMIMOUN,--,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C01PML01,"INFORMATIQUE (P.E.M) -- pour bacheliers BORDJ BADJIMOKHTAR",--,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers BENI ABBES,--,15.15,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers ADRAR,15.53,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers BECHAR,16.08,--,nan
