"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers MSILA,16.43,--,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,B00PSL01,"SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliersB.B.ARRERIDJ",16.19,16.95,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,B00PSL01,"SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers OULEDDJELLAL",16.67,--,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers BISKRA,14.45,15.07,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers MSILA,15.83,--,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers B.B.ARRERIDJ,15.59,16.38,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,C02PML01,"MATHEMATIQUES (P.E.M) -- pour bacheliers OULEDDJELLAL",14.75,15.21,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers BISKRA,15.95,--,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers MSILA,16.4,--,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers B.B.ARRERIDJ,16.33,17.22,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers OULED DJELLAL,16.21,16.51,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers BISKRA,14.39,14.04,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers MSILA,15.09,15.63,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers B.B.ARRERIDJ,15.12,--,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,H01PML01,"LANGUE FRANCAISE (P.E.M) -- pour bacheliers OULEDDJELLAL",14.76,14.02,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers BISKRA,13.63,14.28,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers MSILA,14.8,15.55,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers B.B.ARRERIDJ,14.86,15.67,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers OULED DJELLAL,13.45,13.10,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers BISKRA,15.17,15.69,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers MSILA,15.58,16.31,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers B.B.ARRERIDJ,15.74,16.19,nan
