"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
E01,UNIV. CONSTANTINE 1,H06LAL02,LANGUE ANGLAISE,12.74,13.62,14.53
E01,UNIV. CONSTANTINE 1,L00LAL03,LANGUE ET LITTERATURE ARABES,10.00,10.0,nan
E46,UNIV. CONSTANTINE 1 I.S.T.A,A07TPN01,"ELECTROMECANIQUE (FORMATIONSPROFESSIONNALISANTES)",12.82,13.68,14.11
E46,UNIV. CONSTANTINE 1 I.S.T.A,A19TPN01,"GENIE MECANIQUE (FORMATIONSPROFESSIONNALISANTES)",12.58,13.29,13.98
E46,UNIV. CONSTANTINE 1 I.S.T.A,A19TPN02,"GENIE MECANIQUE (FORMATIONSPROFESSIONNALISANTES)",11.72,12.39,nan
E46,UNIV. CONSTANTINE 1 I.S.T.A,A19TPN03,"GENIE MECANIQUE (FORMATIONSPROFESSIONNALISANTES)",10.86,11.46,12.07
E33,UNIV. CONSTANTINE 2,C01LAL02,INFORMATIQUE,13.79,14.45,nan
E33,UNIV. CONSTANTINE 2,C01TCL01,INFORMATIQUE,14.65,15.38,nan
E33,UNIV. CONSTANTINE 2,CI1LPN03,"MATHEMATIQUES ET INFORMATIQUE APPLIQUEES AUXSCIENCES HUMAINES ET SOCIALES",12.42,13.03,nan
E33,UNIV. CONSTANTINE 2,F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",11.10,12.12,13.43
E33,UNIV. CONSTANTINE 2,I14LAN01,SCIENCES HUMAINES BIBLIOTHECONOMIE,11.08,11.67,nan
E33,UNIV. CONSTANTINE 2,I17LAL02,SCIENCES HUMAINES,10.00,10.0,nan
E33,UNIV. CONSTANTINE 2,I19LAL02,SCIENCES SOCIALES,11.02,11.8,nan
E33,UNIV. CONSTANTINE 2,J00LAL02,"SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ETSPORTIVES",11.67,nan,nan
E34,UNIV. CONSTANTINE 3,A08TCL01,GENIE DES PROCEDES,10.02,nan,nan
E34,UNIV. CONSTANTINE 3,G01LAL02,SCIENCES POLITIQUES,10.00,10.0,10.02
E34,UNIV. CONSTANTINE 3,I03LAN02,"SCIENCES HUMAINES SCIENCES DE L INFORMATION ETDE LA COMMUNICATION",12.25,12.92,nan
E34,UNIV. CONSTANTINE 3,K00LAL01,ARTS,--,10.0,nan
E34,UNIV. CONSTANTINE 3,N01LAL01,GESTION DES TECHNIQUES URBAINES,10.49,nan,nan
