"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
C30,UNIV. KHEMIS MILIANA,I19LAL02,SCIENCES SOCIALES,10.0,10.0,nan
C30,UNIV. KHEMIS MILIANA,J00LAL02,"SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ETSPORTIVES",10.0,nan,nan
C30,UNIV. KHEMIS MILIANA,L00LAL03,LANGUE ET LITTERATURE ARABES,10.06,10.0,nan
U25,C. UNIV. NAAMA,A00LAL01,SCIENCES ET TECHNOLOGIES,10.0,nan,nan
U25,C. UNIV. NAAMA,A05TCL01,GENIE CIVIL,10.62,nan,nan
U25,C. UNIV. NAAMA,A16TCL01,ELECTROTECHNIQUE,11.09,nan,nan
U25,C. UNIV. NAAMA,A19TCL01,GENIE MECANIQUE,12.82,nan,nan
U25,C. UNIV. NAAMA,B00LAL03,SCIENCES DE LA MATIERE,10.52,nan,nan
U25,C. UNIV. NAAMA,C01LAL01,INFORMATIQUE,11.05,11.54,nan
U25,C. UNIV. NAAMA,C02LAL01,MATHEMATIQUES,10.48,10.05,nan
U25,C. UNIV. NAAMA,D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,10.1,14.2,nan
U25,C. UNIV. NAAMA,D03TCL01,SCIENCES AGRONOMIQUES,10.34,12.64,nan
U25,C. UNIV. NAAMA,F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",10.01,10.02,10.70
U25,C. UNIV. NAAMA,G02LAL01,DROIT,10.0,10.04,10.02
U25,C. UNIV. NAAMA,H01LAL01,LANGUE FRANCAISE,11.11,11.05,11.01
U25,C. UNIV. NAAMA,H03IAL25,"TRADUCTION INTERPRETARIAT (ARABE, FRANCAIS,ANGLAIS)",13.24,nan,nan
U25,C. UNIV. NAAMA,H06LAL01,LANGUE ANGLAISE,11.0,11.41,12.21
U25,C. UNIV. NAAMA,I17LAL02,SCIENCES HUMAINES,10.01,10.21,nan
U25,C. UNIV. NAAMA,I20LAL02,SCIENCES ISLAMIQUES,11.23,12.05,nan
U25,C. UNIV. NAAMA,L00LAL01,LANGUE ET LITTERATURE ARABES,10.01,10.08,nan
Z25,CENTRE DE FORMATION CONTINUE NAAMA,G02FCL01,DROIT (FORMATION CONTINUE),10.02,10.61,--
Z33,"CENTRE DE FORMATION CONTINUE AINTEMOUCHENT",F00FCL01,"SCIENCES ECONOMIQUES DE GESTION ET SCIENCESCOMMERCIALES (FORMATION CONTINUE)",10.07,10.18,10.12
