"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
E17,UNIV. OUARGLA,CI1LPN02,"MATHEMATIQUES ET INFORMATIQUE APPLIQUEES AUXSCIENCES HUMAINES ET SOCIALES",10.65,10.68,nan
E17,UNIV. OUARGLA,D00LAL03,SCIENCES DE LA NATURE ET DE LA VIE,11.47,--,nan
E17,UNIV. OUARGLA,D03TCL01,SCIENCES AGRONOMIQUES,10.17,10.91,nan
E17,UNIV. OUARGLA,D05FPN01,"HYDROBIOLOGIE MARINE ET CONTINENTALE(FORMATIONS PROFESSIONNALISANTES)",10.08,nan,nan
E17,UNIV. OUARGLA,E02FPN01,GEOPHYSIQUE (FORMATIONS PROFESSIONNALISANTES),10.95,11.62,nan
E17,UNIV. OUARGLA,E03LAL03,GEOLOGIE,10.01,10.98,nan
E17,UNIV. OUARGLA,F00LAL02,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",10.00,10.76,11.89
E17,UNIV. OUARGLA,G01LAL03,SCIENCES POLITIQUES,10.00,10.00,--
E17,UNIV. OUARGLA,G02LAL03,DROIT,10.26,10.96,12.29
E17,UNIV. OUARGLA,H01LAL03,LANGUE FRANCAISE,11.08,11.04,11.01
E17,UNIV. OUARGLA,H06LAL03,LANGUE ANGLAISE,11.02,11.50,12.31
E17,UNIV. OUARGLA,I03FPN01,"SCIENCES DE L INFORMATION ET DE LACOMMUNICATION (FORMATIONSPROFESSIONNALISANTES)",11.11,11.39,nan
E17,UNIV. OUARGLA,I17LAL03,SCIENCES HUMAINES,10.00,10.68,nan
E17,UNIV. OUARGLA,I19LAL03,SCIENCES SOCIALES,10.50,11.25,nan
E17,UNIV. OUARGLA,J00LAL02,"SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ETSPORTIVES",10.06,nan,nan
E17,UNIV. OUARGLA,K00LAL01,ARTS,--,10.10,nan
E17,UNIV. OUARGLA,L00LAL02,LANGUE ET LITTERATURE ARABES,10.00,10.00,nan
E17,UNIV. OUARGLA,PC0LAN03,MEDECINE + INFORMATIQUE,16.62,17.16,nan
E17,UNIV. OUARGLA,PF0LAN02,MEDECINE + SCIENCES ECONOMIQUES,16.31,--,nan
E49,UNIV. OUARGLA – I.S.T.A.,A11TPN02,"OPTIQUE ET MECANIQUE DE PRECISION (FORMATIONSPROFESSIONNALISANTES)",11.44,12.00,nan
