"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
E22,"ECOLE NORMALE SUPERIEURE DECONSTANTINE (E.N.S)",C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers CONSTANTINE,15.34,--,nan
E22,"ECOLE NORMALE SUPERIEURE DECONSTANTINE (E.N.S)",C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers OUARGLA,--,14.35,nan
E22,"ECOLE NORMALE SUPERIEURE DECONSTANTINE (E.N.S)",C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers B.B.ARRERIDJ,15.80,--,nan
E22,"ECOLE NORMALE SUPERIEURE DECONSTANTINE (E.N.S)",C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers KHENCHLA,14.51,15.35,nan
E22,"ECOLE NORMALE SUPERIEURE DECONSTANTINE (E.N.S)",C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers SOUK-AHRAS,15.34,15.71,nan
E22,"ECOLE NORMALE SUPERIEURE DECONSTANTINE (E.N.S)",C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers MILA,15.72,--,nan
E22,"ECOLE NORMALE SUPERIEURE DECONSTANTINE (E.N.S)",C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers OULED DJELLAL,--,15.78,nan
E22,"ECOLE NORMALE SUPERIEURE DECONSTANTINE (E.N.S)",C01PML01,INFORMATIQUE (P.E.M) -- pour bacheliers TOUGGOURT,--,14.00,nan
E22,"ECOLE NORMALE SUPERIEURE DECONSTANTINE (E.N.S)",C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers OUM-EL-BOUAGHI,16.18,--,nan
E22,"ECOLE NORMALE SUPERIEURE DECONSTANTINE (E.N.S)",C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers BATNA,16.28,--,nan
E22,"ECOLE NORMALE SUPERIEURE DECONSTANTINE (E.N.S)",C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers TEBESSA,15.41,16.60,nan
E22,"ECOLE NORMALE SUPERIEURE DECONSTANTINE (E.N.S)",C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers JIJEL,16.43,17.25,nan
E22,"ECOLE NORMALE SUPERIEURE DECONSTANTINE (E.N.S)",C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers SETIF,16.37,--,nan
E22,"ECOLE NORMALE SUPERIEURE DECONSTANTINE (E.N.S)",C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers SKIKDA,16.03,--,nan
