"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
U09,UNIV. SAIDA,D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,10.60,11.87,nan
U09,UNIV. SAIDA,D03TCL01,SCIENCES AGRONOMIQUES,10.10,10.3,nan
U09,UNIV. SAIDA,F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",10.00,10.77,11.74
U09,UNIV. SAIDA,G01LAL01,SCIENCES POLITIQUES,10.09,10.76,--
U09,UNIV. SAIDA,G02LAL01,DROIT,10.45,11.15,12.08
U09,UNIV. SAIDA,H01LAL01,LANGUE FRANCAISE,11.05,11.08,11.05
U09,UNIV. SAIDA,H03IAL18,"TRADUCTION INTERPRETARIAT (ARABE, FRANCAIS,ANGLAIS)",13.04,nan,nan
U09,UNIV. SAIDA,H06LAL01,LANGUE ANGLAISE,11.03,11.35,12.17
U09,UNIV. SAIDA,I17LAL02,SCIENCES HUMAINES,10.00,10.02,nan
U09,UNIV. SAIDA,I19LAL01,SCIENCES SOCIALES,10.88,11.71,nan
U09,UNIV. SAIDA,K00LAL01,ARTS,--,10.01,nan
U09,UNIV. SAIDA,L00LAL01,LANGUE ET LITTERATURE ARABES,10.00,10.06,nan
Z43,CENTRE DE FORMATION CONTINUE SKIKDA,F00FCL01,"SCIENCES ECONOMIQUES DE GESTION ET SCIENCESCOMMERCIALES (FORMATION CONTINUE)",10.16,10.57,10.18
Z43,CENTRE DE FORMATION CONTINUE SKIKDA,G02FCL01,DROIT (FORMATION CONTINUE),10.00,10.0,--
E16,UNIV. SKIKDA,A00LAL01,SCIENCES ET TECHNOLOGIES,10.00,nan,nan
E16,UNIV. SKIKDA,A00TCL01,SCIENCES ET TECHNOLOGIES,11.51,nan,nan
E16,UNIV. SKIKDA,A05TCL01,GENIE CIVIL,10.36,nan,nan
E16,UNIV. SKIKDA,A08TCL01,GENIE DES PROCEDES,10.23,nan,nan
E16,UNIV. SKIKDA,A13IAN01,INDUSTRIES PETROCHIMIQUES,14.74,nan,nan
E16,UNIV. SKIKDA,A13LAN01,INDUSTRIES PETROCHIMIQUES,14.80,nan,nan
E16,UNIV. SKIKDA,A16TCL01,ELECTROTECHNIQUE,10.37,nan,nan
E16,UNIV. SKIKDA,A19TCL01,GENIE MECANIQUE,10.31,nan,nan
E16,UNIV. SKIKDA,B00LAL01,SCIENCES DE LA MATIERE,10.01,nan,nan
