"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
Z47,"CENTRE DE FORMATION CONTINUE BORD BOUARRERIDJ",I03FCL01,"SCIENCES HUMAINES ET SOCIALES SCIENCES DE LINFORMATION ET DE LA COMMUNICATION (FORMATIONCONTINUE)",10.02,10.53,nan
E23,UNIV BORDJ BOU ARRERIDJ,A00LAL04,SCIENCES ET TECHNOLOGIES,10.0,nan,nan
E23,UNIV BORDJ BOU ARRERIDJ,A05TCL01,GENIE CIVIL,10.44,nan,nan
E23,UNIV BORDJ BOU ARRERIDJ,A07LAN01,"ELECTROMECANIQUE (ELECTROMECANIQUE DAUTOMOBILE)",13.93,nan,nan
E23,UNIV BORDJ BOU ARRERIDJ,A08TCL01,GENIE DES PROCEDES,11.12,nan,nan
E23,UNIV BORDJ BOU ARRERIDJ,A16TCL01,ELECTROTECHNIQUE,10.23,nan,nan
E23,UNIV BORDJ BOU ARRERIDJ,A17IAN01,ELECTRONIQUE,13.81,nan,nan
E23,UNIV BORDJ BOU ARRERIDJ,A17LAN02,"ELECTRONIQUE (SYSTEME ELECTRONIQUEAUTOMOBILE)",14.02,nan,nan
E23,UNIV BORDJ BOU ARRERIDJ,A19TCL01,GENIE MECANIQUE,10.55,nan,nan
E23,UNIV BORDJ BOU ARRERIDJ,B00LAL02,SCIENCES DE LA MATIERE,10.0,nan,nan
E23,UNIV BORDJ BOU ARRERIDJ,C01LAL03,INFORMATIQUE,11.82,12.31,nan
E23,UNIV BORDJ BOU ARRERIDJ,C01TCL01,INFORMATIQUE,12.57,13.07,nan
E23,UNIV BORDJ BOU ARRERIDJ,C02LAL03,MATHEMATIQUES,10.89,10.02,nan
E23,UNIV BORDJ BOU ARRERIDJ,D00LAL02,SCIENCES DE LA NATURE ET DE LA VIE,12.15,--,nan
E23,UNIV BORDJ BOU ARRERIDJ,D03TCL01,SCIENCES AGRONOMIQUES,10.1,10.75,nan
E23,UNIV BORDJ BOU ARRERIDJ,F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",10.0,10.84,11.93
E23,UNIV BORDJ BOU ARRERIDJ,G02LAL02,DROIT,10.69,11.42,12.38
E23,UNIV BORDJ BOU ARRERIDJ,H01LAL02,LANGUE FRANCAISE,11.3,12.04,12.93
E23,UNIV BORDJ BOU ARRERIDJ,H06LAL03,LANGUE ANGLAISE,12.71,13.52,14.47
E23,UNIV BORDJ BOU ARRERIDJ,I17LAL02,SCIENCES HUMAINES,10.0,10.01,nan
E23,UNIV BORDJ BOU ARRERIDJ,I19LAL02,SCIENCES SOCIALES,10.23,10.98,nan
