"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
E11,UNIV. JIJEL,D03TCL01,SCIENCES AGRONOMIQUES,10.0,10.78,nan
E11,UNIV. JIJEL,E03LAL01,GEOLOGIE,10.18,11.77,nan
E11,UNIV. JIJEL,F00LAL02,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",10.0,10.17,11.21
E11,UNIV. JIJEL,G01LAL02,SCIENCES POLITIQUES,10.0,10.09,10.12
E11,UNIV. JIJEL,G02LAL01,DROIT,10.11,10.79,11.78
E11,UNIV. JIJEL,H01LAL01,LANGUE FRANCAISE,11.29,12.05,12.86
E11,UNIV. JIJEL,H06LAL01,LANGUE ANGLAISE,12.84,13.7,14.68
E11,UNIV. JIJEL,I17LAL02,SCIENCES HUMAINES,10.0,10.01,nan
E11,UNIV. JIJEL,I19LAL02,SCIENCES SOCIALES,10.6,11.36,nan
E11,UNIV. JIJEL,J00LAL01,"SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ETSPORTIVES",11.79,nan,nan
E11,UNIV. JIJEL,L00LAL01,LANGUE ET LITTERATURE ARABES,10.0,10.0,nan
E11,UNIV. JIJEL,N01FPN02,"GESTION DES TECHNIQUES URBAINES (GENIE URBAIN)(FORMATIONS PROFESSIONNALISANTES)",10.78,nan,nan
E11,UNIV. JIJEL,N01FPN03,"GESTION DES TECHNIQUES URBAINES (GESTION DESVILLES) (FORMATIONS PROFESSIONNALISANTES)",10.13,nan,nan
E11,UNIV. JIJEL,N05IAL01,ARCHITECTURE,11.03,nan,nan
Z31,CENTRE DE FORMATION CONTINUE SETIF,F00FCL01,"SCIENCES ECONOMIQUES DE GESTION ET SCIENCESCOMMERCIALES (FORMATION CONTINUE)",10.08,10.02,10.0
Z31,CENTRE DE FORMATION CONTINUE SETIF,G02FCL01,DROIT (FORMATION CONTINUE),10.0,10.0,10.06
Z31,CENTRE DE FORMATION CONTINUE SETIF,H06FCL01,ANGLAIS TECHNIQUE (FORMATION CONTINUE),10.39,10.98,11.81
Z31,CENTRE DE FORMATION CONTINUE SETIF,I03FCL01,"SCIENCES HUMAINES ET SOCIALES SCIENCES DE LINFORMATION ET DE LA COMMUNICATION (FORMATIONCONTINUE)",10.01,10.58,nan
E07,UNIV. SETIF 1,A00LAL02,SCIENCES ET TECHNOLOGIES,10.0,nan,nan
E07,UNIV. SETIF 1,A00TCL01,SCIENCES ET TECHNOLOGIES,11.57,nan,nan
