"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
U06,UNIV. TLEMCEN,E03LAL01,GEOLOGIE,10.03,10.0,nan
U06,UNIV. TLEMCEN,F00LAL02,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",10.00,10.55,11.62
U06,UNIV. TLEMCEN,G01LAL01,SCIENCES POLITIQUES,10.00,10.0,10.05
U06,UNIV. TLEMCEN,G02LAL01,DROIT,10.09,10.76,11.53
U06,UNIV. TLEMCEN,H01LAL01,LANGUE FRANCAISE,11.00,11.05,11.81
U06,UNIV. TLEMCEN,H02LAL01,LANGUE ESPAGNOLE,11.00,11.73,12.57
U06,UNIV. TLEMCEN,H03IAL17,"TRADUCTION INTERPRETARIAT (ARABE, FRANCAIS,ANGLAIS)",13.00,nan,nan
U06,UNIV. TLEMCEN,H06EAN01,LANGUE ANGLAISE (A DISTANCE),13.30,14.19,15.2
U06,UNIV. TLEMCEN,H06LAL01,LANGUE ANGLAISE,12.33,13.16,14.06
U06,UNIV. TLEMCEN,HF0LAN01,"LANGUE ANGLAISE + SCIENCES FINANCIERES ETCOMPTABILITE",14.12,14.85,nan
U06,UNIV. TLEMCEN,I17LAL02,SCIENCES HUMAINES,10.00,10.0,nan
U06,UNIV. TLEMCEN,I19LAL03,SCIENCES SOCIALES,11.17,11.95,nan
U06,UNIV. TLEMCEN,I20LAL01,SCIENCES ISLAMIQUES,11.60,12.42,nan
U06,UNIV. TLEMCEN,K00LAL01,ARTS,--,10.01,nan
U06,UNIV. TLEMCEN,L00LAL03,LANGUE ET LITTERATURE ARABES,10.00,10.04,nan
U06,UNIV. TLEMCEN,N05IAL01,ARCHITECTURE,13.40,nan,nan
U06,UNIV. TLEMCEN,PI0LAN01,MEDECINE + PSYCHOLOGIE,17.67,18.25,nan
U48,UNIV. TLEMCEN I.S.T.A,A05TPN01,GENIE CIVIL (FORMATIONS PROFESSIONNALISANTES),12.22,12.79,nan
U48,UNIV. TLEMCEN I.S.T.A,D07TPN01,"SCIENCES ALIMENTAIRES (TECHNOLOGIE DESINDUSTRIES AGRO ALIMENTAIRES) (FORMATIONSPROFESSIONNALISANTES)",13.22,13.91,nan
U48,UNIV. TLEMCEN I.S.T.A,D07TPN04,"SCIENCES ALIMENTAIRES (CONTROLE ET MANAGEMENTDE LA QUALITE EN INDUSTRIES AGROALIMENTAIRES)(FORMATIONS PROFESSIONNALISANTES)",13.85,15.07,nan
