"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
E45,UNIV. BATNA 2,J00LAL01,"SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ETSPORTIVES",10.18,nan,nan
E45,UNIV. BATNA 2,PC0LAN02,MEDECINE + INFORMATIQUE,17.6,18.26,nan
E52,UNIV. BATNA 2 (SCIENCES BIOLOGIQUES),D00LAL03,SCIENCES DE LA NATURE ET DE LA VIE,12.65,--,nan
Z01,CENTRE DE FORMATION CONTINUE BEJAIA,F00FCL01,"SCIENCES ECONOMIQUES DE GESTION ET SCIENCESCOMMERCIALES (FORMATION CONTINUE)",10.01,10.05,10.00
Z01,CENTRE DE FORMATION CONTINUE BEJAIA,G02FCL01,DROIT (FORMATION CONTINUE),10.0,13.18,--
Z01,CENTRE DE FORMATION CONTINUE BEJAIA,H06FCL01,ANGLAIS TECHNIQUE (FORMATION CONTINUE),10.38,10.98,11.75
Z01,CENTRE DE FORMATION CONTINUE BEJAIA,I03FCL01,"SCIENCES HUMAINES ET SOCIALES SCIENCES DE LINFORMATION ET DE LA COMMUNICATION (FORMATIONCONTINUE)",10.04,10.98,nan
W93,"E.S EN SCIENCES ET TECHNOLOGIES DE LINFORMATIQUE ET DU NUMERIQUE BEJAIA",C00CAN03,"FB INF ECOLE SUPERIEURE EN SCIENCES ETTECHNOLOGIES DE L INFORMATIQUE ET DU NUMERIQUEBEJAIA",17.13,17.47,17.81
C19,UNIV. BEJAIA,A00LAL02,SCIENCES ET TECHNOLOGIES,10.0,nan,nan
C19,UNIV. BEJAIA,A00TCL02,SCIENCES ET TECHNOLOGIES,13.02,nan,nan
C19,UNIV. BEJAIA,A05TCL01,GENIE CIVIL,11.74,nan,nan
C19,UNIV. BEJAIA,A08TCL01,GENIE DES PROCEDES,10.0,nan,nan
C19,UNIV. BEJAIA,A12LAL01,HYDRAULIQUE,11.49,nan,nan
C19,UNIV. BEJAIA,A16TCL01,ELECTROTECHNIQUE,11.63,nan,nan
C19,UNIV. BEJAIA,A19TCL01,GENIE MECANIQUE,10.21,nan,nan
C19,UNIV. BEJAIA,B00LAL01,SCIENCES DE LA MATIERE,10.06,nan,nan
C19,UNIV. BEJAIA,C01LAL01,INFORMATIQUE,14.12,14.82,nan
C19,UNIV. BEJAIA,C01TCL02,INFORMATIQUE,15.25,16.02,nan
C19,UNIV. BEJAIA,C02LAL01,MATHEMATIQUES,10.13,10.00,nan
C19,UNIV. BEJAIA,CF0LAN05,INFORMATIQUE + SCIENCES ECONOMIQUES,14.35,15.36,nan
