"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
C36,UNIV. ALGER 2,I17LAL02,SCIENCES HUMAINES,10.0,10.48,nan
C36,UNIV. ALGER 2,I19LAL02,SCIENCES SOCIALES,10.24,10.97,nan
C36,UNIV. ALGER 2,K00LAL01,ARTS,10.0,10.18,nan
C36,UNIV. ALGER 2,L00LAL02,LANGUE ET LITTERATURE ARABES,10.0,10.00,nan
C37,UNIV. ALGER 3,F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",10.0,10.91,12.01
C37,UNIV. ALGER 3,FC1LPL01,ECONOMIE QUANTITATIVE ET INFORMATIQUE,13.18,13.83,14.55
C37,UNIV. ALGER 3,FC1LPL02,ECONOMIE ET RELATIONS INTERNATIONALES,14.39,--,--
C37,UNIV. ALGER 3,G01LAL01,SCIENCES POLITIQUES,10.31,10.98,11.95
C37,UNIV. ALGER 3,I03LAN01,"SCIENCES HUMAINES SCIENCES DE L INFORMATION ETDE LA COMMUNICATION",11.99,12.59,nan
C37,UNIV. ALGER 3,IF0LAN01,"SCIENCES ECONOMIQUES + SCIENCES DE LINFORMATION ET DE LA COMMUNICATION",14.49,--,--
C37,UNIV. ALGER 3,IG0LAN01,"SCIENCES DE L INFORMATION ET DE LACOMMUNICATION + SCIENCES POLITIQUES",14.5,15.21,--
C37,UNIV. ALGER 3,IJ0LAN01,"SCIENCES DE L INFORMATION ET DE LACOMMUNICATION + ENTRAINEMENT SPORTIF",13.85,14.65,nan
C37,UNIV. ALGER 3,J00LAL01,"SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ETSPORTIVES",10.09,nan,nan
C01,USTHB,A00LAL03,SCIENCES ET TECHNOLOGIES,11.84,nan,nan
C01,USTHB,A00TCL02,SCIENCES ET TECHNOLOGIES,12.94,nan,nan
C01,USTHB,A05TCL01,GENIE CIVIL,12.49,nan,nan
C01,USTHB,A08TCL01,GENIE DES PROCEDES,10.0,nan,nan
C01,USTHB,A16TCL01,ELECTROTECHNIQUE,10.1,nan,nan
C01,USTHB,A19TCL01,GENIE MECANIQUE,10.26,nan,nan
C01,USTHB,B00LAL02,SCIENCES DE LA MATIERE,10.43,nan,nan
