"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
C01,USTHB,C01EPN01,INFORMATIQUE (A DISTANCE),14.84,15.57,nan
C01,USTHB,C01LAL01,INFORMATIQUE,14.51,15.24,nan
C01,USTHB,C01TCL02,INFORMATIQUE,15.51,16.29,nan
C01,USTHB,C02LAL01,MATHEMATIQUES,10.0,10.36,nan
C01,USTHB,C03IAN01,MATHEMATIQUES APPLIQUEES,13.76,14.45,nan
C01,USTHB,D00LAL02,SCIENCES DE LA NATURE ET DE LA VIE,11.88,14.45,nan
C01,USTHB,E01LAL01,GEOGRAPHIE ET AMENAGEMENT DU TERRITOIRE,10.0,10.0,nan
C01,USTHB,E03LAL01,GEOLOGIE,10.0,10.0,nan
Z03,CENTRE DE FORMATION CONTINUE DJELFA,F00FCL01,"SCIENCES ECONOMIQUES DE GESTION ET SCIENCESCOMMERCIALES (FORMATION CONTINUE)",10.09,10.0,10.17
Z03,CENTRE DE FORMATION CONTINUE DJELFA,G02FCL01,DROIT (FORMATION CONTINUE),10.03,10.0,10.08
Z03,CENTRE DE FORMATION CONTINUE DJELFA,H06FCL01,ANGLAIS TECHNIQUE (FORMATION CONTINUE),10.57,11.46,12.12
C21,UNIV. DJELFA,A00LAL01,SCIENCES ET TECHNOLOGIES,10.0,nan,nan
C21,UNIV. DJELFA,A05TCL01,GENIE CIVIL,10.17,nan,nan
C21,UNIV. DJELFA,A08TCL01,GENIE DES PROCEDES,10.23,nan,nan
C21,UNIV. DJELFA,A16TCL01,ELECTROTECHNIQUE,11.25,nan,nan
C21,UNIV. DJELFA,A19TCL01,GENIE MECANIQUE,10.71,nan,nan
C21,UNIV. DJELFA,B00LAL01,SCIENCES DE LA MATIERE,10.0,nan,nan
C21,UNIV. DJELFA,C01FPN02,INFORMATIQUE (FORMATIONS PROFESSIONNALISANTES),13.14,13.7,nan
C21,UNIV. DJELFA,C01LAL01,INFORMATIQUE,13.4,14.07,nan
C21,UNIV. DJELFA,C02LAL01,MATHEMATIQUES,10.14,10.42,nan
C21,UNIV. DJELFA,D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,11.05,11.85,nan
C21,UNIV. DJELFA,D03TCL01,SCIENCES AGRONOMIQUES,10.05,10.09,nan
C21,UNIV. DJELFA,E01LAL01,GEOGRAPHIE ET AMENAGEMENT DU TERRITOIRE,10.01,10.71,nan
