"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
U13,UNIV. MASCARA,N05IAL01,ARCHITECTURE,13.62,nan,nan
U13,UNIV. MASCARA,P04VAL01,SCIENCES VETERINAIRES,13.41,--,nan
Z32,CENTRE DE FORMATION CONTINUE OUARGLA,F00FCL01,"SCIENCES ECONOMIQUES DE GESTION ET SCIENCESCOMMERCIALES (FORMATION CONTINUE)",10.46,10.08,10.08
Z32,CENTRE DE FORMATION CONTINUE OUARGLA,G02FCL01,DROIT (FORMATION CONTINUE),10.0,10.00,--
Z32,CENTRE DE FORMATION CONTINUE OUARGLA,H06FCL01,ANGLAIS TECHNIQUE (FORMATION CONTINUE),10.04,10.15,10.13
Z32,CENTRE DE FORMATION CONTINUE OUARGLA,I03FCL01,"SCIENCES HUMAINES ET SOCIALES SCIENCES DE LINFORMATION ET DE LA COMMUNICATION (FORMATIONCONTINUE)",10.12,10.09,nan
E17,UNIV. OUARGLA,A00LAL03,SCIENCES ET TECHNOLOGIES,10.0,nan,nan
E17,UNIV. OUARGLA,A00TCL01,SCIENCES ET TECHNOLOGIES,12.21,nan,nan
E17,UNIV. OUARGLA,A03FPN02,"HYDROCARBURES (FORAGE) (FORMATIONSPROFESSIONNALISANTES)",14.73,nan,nan
E17,UNIV. OUARGLA,A03FPN03,"HYDROCARBURES (MECANIQUE DES CHANTIERSPETROLIERS) (FORMATIONS PROFESSIONNALISANTES)",14.2,nan,nan
E17,UNIV. OUARGLA,A03LAN02,HYDRAUCARBURES,14.44,nan,nan
E17,UNIV. OUARGLA,A05TCL01,GENIE CIVIL,10.48,nan,nan
E17,UNIV. OUARGLA,A08TCL01,GENIE DES PROCEDES,10.47,nan,nan
E17,UNIV. OUARGLA,A09FPN02,"ENERGIES RENOUVELABLES (FORMATIONSPROFESSIONNALISANTES)",12.5,nan,nan
E17,UNIV. OUARGLA,A16TCL01,ELECTROTECHNIQUE,10.54,nan,nan
E17,UNIV. OUARGLA,A19TCL01,GENIE MECANIQUE,10.59,nan,nan
E17,UNIV. OUARGLA,B00LAL02,SCIENCES DE LA MATIERE,10.04,nan,nan
E17,UNIV. OUARGLA,C01LAL02,INFORMATIQUE,10.9,11.44,nan
E17,UNIV. OUARGLA,C01TCL01,INFORMATIQUE,11.68,12.25,nan
E17,UNIV. OUARGLA,C02LAL02,MATHEMATIQUES,10.73,10.16,nan
