"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
U11,UNIV. BECHAR,C02LAL01,MATHEMATIQUES,10.33,10.17,nan
U11,UNIV. BECHAR,D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,10.05,11.20,nan
U11,UNIV. BECHAR,D03TCL01,SCIENCES AGRONOMIQUES,10.29,10.23,nan
U11,UNIV. BECHAR,F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",10.0,10.03,10.68
U11,UNIV. BECHAR,G01LAL02,SCIENCES POLITIQUES,10.0,--,--
U11,UNIV. BECHAR,G02LAL01,DROIT,10.0,10.09,10.54
U11,UNIV. BECHAR,H01LAL01,LANGUE FRANCAISE,11.11,11.02,11.06
U11,UNIV. BECHAR,H06LAL01,LANGUE ANGLAISE,11.07,11.81,12.62
U11,UNIV. BECHAR,I17LAL01,SCIENCES HUMAINES,10.0,10.44,nan
U11,UNIV. BECHAR,I19LAL01,SCIENCES SOCIALES,10.0,10.03,nan
U11,UNIV. BECHAR,L00LAL01,LANGUE ET LITTERATURE ARABES,10.17,10.15,nan
U11,UNIV. BECHAR,N04LAL01,URBANISME,10.0,nan,nan
U11,UNIV. BECHAR,N05IAL01,ARCHITECTURE,11.11,nan,nan
Z02,CENTRE DE FORMATION CONTINUE BLIDA,F00FCL01,"SCIENCES ECONOMIQUES DE GESTION ET SCIENCESCOMMERCIALES (FORMATION CONTINUE)",10.01,10.02,10.00
Z02,CENTRE DE FORMATION CONTINUE BLIDA,G02FCL01,DROIT (FORMATION CONTINUE),10.0,10.08,--
H15,"ECOLE NATIONALE SUPERIEUREHYDRAULIQUE BLIDA",A00CAN05,"FB ST ECOLE NATIONALE SUPERIEURE D HYDRAULIQUEBLIDA",14.0,nan,nan
C39,UNIV. BLIDA 1,A00LAL04,SCIENCES ET TECHNOLOGIES,10.07,nan,nan
C39,UNIV. BLIDA 1,A00TCL02,SCIENCES ET TECHNOLOGIES,13.74,nan,nan
C39,UNIV. BLIDA 1,A05TCL01,GENIE CIVIL,12.44,nan,nan
C39,UNIV. BLIDA 1,A06LAN01,AERONAUTIQUE,15.47,nan,nan
C39,UNIV. BLIDA 1,A08TCL01,GENIE DES PROCEDES,10.03,nan,nan
C39,UNIV. BLIDA 1,A09IAN02,ENERGIES RENOUVELABLES (CONVERSION THERMIQUE),13.23,nan,nan
