"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
E42,ECOLE NORMALE SUPERIEURE DE SETIF,I00PML01,"HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliersKHENCHLA",14.72,15.53,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers BATNA,16.26,17.16,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers BEJAIA,14.53,--,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers SETIF,15.87,16.79,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,I00PSL01,"HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliersB.B.ARRERIDJ",15.84,16.60,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers KHENCHLA,15.15,15.97,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,J00PPN01,"EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pourbacheliers BATNA",15.75,nan,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,J00PPN01,"EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pourbacheliers BEJAIA",13.91,nan,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,J00PPN01,"EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pourbacheliers JIJEL",15.13,nan,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,J00PPN01,"EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pourbacheliers SETIF",15.27,nan,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,J00PPN01,"EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pourbacheliers MILA",15.62,nan,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,L00PML01,"LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliersBATNA",15.45,16.86,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,L00PML01,"LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliersBEJAIA",14.0,14.13,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,L00PML01,"LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliersSETIF",15.44,--,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,L00PML01,"LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliersKHENCHLA",14.67,15.39,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,L00PPL01,ARABE (P.E.P) -- pour bacheliers BEJAIA,13.39,13.07,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,L00PPL01,ARABE (P.E.P) -- pour bacheliers JIJEL,15.09,16.03,nan
