"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Unnamed: 0,Min2,Min3
E45,UNIV. BATNA 2,J00LAL01,"SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ETSPORTIVES",10.71,nan,nan,nan
E52,UNIV. BATNA 2 (SCIENCES BIOLOGIQUES),D00LAL03,SCIENCES DE LA NATURE ET DE LA VIE,12.25,nan,13.92,--
W93,"E.S EN SCIENCES ET TECHNOLOGIES DE LINFORMATIQUE ET DU NUMERIQUE BEJAIA",C00CAN03,"FB INF ECOLE SUPERIEURE EN SCIENCES ETTECHNOLOGIES DE L INFORMATIQUE ET DU NUMERIQUEBEJAIA",17.09,nan,17.59,17.93
C19,UNIV. BEJAIA,A00LAL02,SCIENCES ET TECHNOLOGIES,7.62,nan,nan,nan
C19,UNIV. BEJAIA,A00TCL02,SCIENCES ET TECHNOLOGIES,12.89,nan,nan,nan
C19,UNIV. BEJAIA,A05TCL01,GENIE CIVIL,10.81,nan,nan,nan
C19,UNIV. BEJAIA,A08TCL01,GENIE DES PROCEDES,9.32,nan,nan,nan
C19,UNIV. BEJAIA,A12LAL01,HYDRAULIQUE,12.07,nan,nan,nan
C19,UNIV. BEJAIA,A16TCL01,ELECTROTECHNIQUE,11.32,nan,nan,nan
C19,UNIV. BEJAIA,A19TCL01,GENIE MECANIQUE,9.92,nan,nan,nan
C19,UNIV. BEJAIA,B00LAL01,SCIENCES DE LA MATIERE,7.87,nan,nan,nan
C19,UNIV. BEJAIA,C01LAL01,INFORMATIQUE,14.41,nan,15.08,nan
C19,UNIV. BEJAIA,C01TCL02,INFORMATIQUE,15.31,nan,16.02,nan
C19,UNIV. BEJAIA,C02LAL01,MATHEMATIQUES,8.81,nan,7.74,nan
C19,UNIV. BEJAIA,D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,9.04,nan,9.13,10.28
C19,UNIV. BEJAIA,D07FPN01,SCIENCES ALIMENTAIRES,12.72,nan,--,nan
C19,UNIV. BEJAIA,D07IAN01,SCIENCES ALIMENTAIRES,12.65,nan,--,nan
C19,UNIV. BEJAIA,F00LAL02,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",10.0,nan,10.43,10.00
C19,UNIV. BEJAIA,G02LAL01,DROIT,10.0,nan,10.02,10.36
C19,UNIV. BEJAIA,H01LAL01,LANGUE FRANCAISE,12.81,nan,13.69,14.65
C19,UNIV. BEJAIA,H03IAN11,"TRADUCTION INTERPRETARIAT (ARABE, FRANCAIS,AMAZIGH)",12.26,nan,nan,nan
