"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Unnamed: 0,Min3
C17,UNIV. MEDEA,A19TCL01,GENIE MECANIQUE,10.85,nan,nan,nan
C17,UNIV. MEDEA,B00LAL01,SCIENCES DE LA MATIERE,8.47,nan,nan,nan
C17,UNIV. MEDEA,C01LAL02,INFORMATIQUE,11.23,11.75,nan,nan
C17,UNIV. MEDEA,C02LAL02,MATHEMATIQUES,9.32,8.1,nan,nan
C17,UNIV. MEDEA,D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,9.77,9.29,nan,10.61
C17,UNIV. MEDEA,D03TCL01,SCIENCES AGRONOMIQUES,9.83,12.76,nan,10.66
C17,UNIV. MEDEA,F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",10.0,10.09,nan,10.0
C17,UNIV. MEDEA,G02LAL03,DROIT,10.63,11.34,nan,12.15
C17,UNIV. MEDEA,H01LAL02,LANGUE FRANCAISE,9.61,9.53,nan,9.29
C17,UNIV. MEDEA,H06LAL03,LANGUE ANGLAISE,12.27,13.17,nan,14.07
C17,UNIV. MEDEA,I17LAL02,SCIENCES HUMAINES,10.0,10.01,nan,nan
C17,UNIV. MEDEA,I19LAL02,SCIENCES SOCIALES,10.38,11.12,nan,nan
C17,UNIV. MEDEA,L00LAL02,LANGUE ET LITTERATURE ARABES,10.0,10.01,nan,nan
P72,"ECOLE SUPERIEURE AGRONOMIQUE DEMOSTAGANEM",D00CAN06,"FB SNV ECOLE SUPERIEURE AGRONOMIQUE DEMOSTAGANEM",13.71,14.41,nan,nan
U08,UNIV. MOSTAGANEM,A00LAL01,SCIENCES ET TECHNOLOGIES,9.43,nan,nan,nan
U08,UNIV. MOSTAGANEM,A05TCL01,GENIE CIVIL,10.93,nan,nan,nan
U08,UNIV. MOSTAGANEM,A08TCL01,GENIE DES PROCEDES,10.86,nan,nan,nan
U08,UNIV. MOSTAGANEM,A16TCL01,ELECTROTECHNIQUE,10.36,nan,nan,nan
U08,UNIV. MOSTAGANEM,A19TCL01,GENIE MECANIQUE,10.43,nan,nan,nan
U08,UNIV. MOSTAGANEM,B00LAL01,SCIENCES DE LA MATIERE,8.38,nan,nan,nan
U08,UNIV. MOSTAGANEM,C01LAL01,INFORMATIQUE,12.89,13.54,nan,nan
U08,UNIV. MOSTAGANEM,C01TCL03,INFORMATIQUE,14.43,15.11,nan,nan
U08,UNIV. MOSTAGANEM,C02LAL01,MATHEMATIQUES,9.47,7.45,nan,nan
