"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Unnamed: 0,Min2,Min3
U30,UNIV. ORAN 1,L00LAL01,LANGUE ET LITTERATURE ARABES,10.01,nan,10.0,nan
U49,UNIV. ORAN 1 I.S.T.A,A11TPN01,OPTIQUE ET MECANIQUE DE PRECISION,14.15,nan,14.92,nan
U49,UNIV. ORAN 1 I.S.T.A,A11TPN04,OPTIQUE ET MECANIQUE DE PRECISION,13.3,nan,13.84,nan
U49,UNIV. ORAN 1 I.S.T.A,B02TPN02,PHYSIQUE,13.67,nan,nan,nan
U49,UNIV. ORAN 1 I.S.T.A,F01TPN01,"SCIENCES DE GESTION SCIENCES FINANCIERES ETCOMPTABILITE",13.53,nan,14.19,15.59
U31,UNIV. ORAN 2,A07IAN01,ELECTROMECANIQUE,13.56,nan,nan,nan
U31,UNIV. ORAN 2,A18IAN01,GENIE INDUSTRIELLE,12.9,nan,nan,nan
U31,UNIV. ORAN 2,A21IAN01,HYGIENE ET SECURITE INDUSTRIELLE,13.68,nan,nan,nan
U31,UNIV. ORAN 2,E01LAL01,GEOGRAPHIE ET AMENAGEMENT DU TERRITOIRE,8.97,nan,8.88,10.04
U31,UNIV. ORAN 2,E03LAL01,GEOLOGIE,10.05,nan,8.65,10.17
U31,UNIV. ORAN 2,F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",10.0,nan,10.71,11.49
U31,UNIV. ORAN 2,G01LAL01,SCIENCES POLITIQUES,10.19,nan,10.85,11.63
U31,UNIV. ORAN 2,G02LAL03,DROIT,10.13,nan,10.8,12.44
U31,UNIV. ORAN 2,H01LAL02,LANGUE FRANCAISE,10.22,nan,10.26,10.95
U31,UNIV. ORAN 2,H02LAL01,LANGUE ESPAGNOLE,11.37,nan,nan,nan
U31,UNIV. ORAN 2,H04LAL01,LANGUE ALLEMANDE,9.75,nan,nan,nan
U31,UNIV. ORAN 2,H05LAL01,LANGUE RUSSE,10.93,nan,11.71,nan
U31,UNIV. ORAN 2,H06LAL01,LANGUE ANGLAISE,12.12,nan,12.93,13.84
U31,UNIV. ORAN 2,I19LAL03,SCIENCES SOCIALES,10.0,nan,10.0,nan
W90,USTO ORAN I.S.T.A,A18TPN01,GENIE INDUSTRIEL,13.82,nan,14.54,nan
W90,USTO ORAN I.S.T.A,A18TPN02,GENIE  INDUSTRIEL,12.9,nan,13.58,nan
U26,C. UNIV. EL BAYADH,A00LAL02,SCIENCES ET TECHNOLOGIES,8.24,nan,nan,nan
U26,C. UNIV. EL BAYADH,A05TCL01,GENIE CIVIL,9.95,nan,nan,nan
