"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Unnamed: 0,Min3
E25,UNIV EL OUED,I17LAL02,SCIENCES HUMAINES,10.03,10.01,nan,nan
E25,UNIV EL OUED,I19LAL02,SCIENCES SOCIALES,10.0,10.27,nan,nan
E25,UNIV EL OUED,I20LAL01,SCIENCES ISLAMIQUES,10.0,10.00,nan,nan
E25,UNIV EL OUED,L00LAL02,LANGUE ET LITTERATURE ARABES,10.01,10.05,nan,nan
E25,UNIV EL OUED,P04VAL01,SCIENCES VETERINAIRES,11.31,12.13,nan,12.92
W91,"ECOLE NATIONALE SUPERIEURE DES FORETSKHENCHELA",D00CAN09,"FB SNV ECOLE NATIONALE SUPERIEURE DES FORETS DEKHENCHELA",13.71,14.51,nan,nan
E24,UNIV KHENCHELA,A00LAL01,SCIENCES ET TECHNOLOGIES,8.25,nan,nan,nan
E24,UNIV KHENCHELA,A05TCL01,GENIE CIVIL,9.91,nan,nan,nan
E24,UNIV KHENCHELA,A08TCL01,GENIE DES PROCEDES,10.36,nan,nan,nan
E24,UNIV KHENCHELA,A16TCL01,ELECTROTECHNIQUE,10.89,nan,nan,nan
E24,UNIV KHENCHELA,A19TCL01,GENIE MECANIQUE,10.55,nan,nan,nan
E24,UNIV KHENCHELA,B00LAL01,SCIENCES DE LA MATIERE,8.42,nan,nan,nan
E24,UNIV KHENCHELA,C01LAL01,INFORMATIQUE,11.26,11.77,nan,nan
E24,UNIV KHENCHELA,C02LAL01,MATHEMATIQUES,10.56,7.77,nan,nan
E24,UNIV KHENCHELA,D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,9.91,12.32,nan,11.50
E24,UNIV KHENCHELA,D03TCL01,SCIENCES AGRONOMIQUES,9.23,--,nan,--
E24,UNIV KHENCHELA,F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",10.01,10.59,nan,10.00
E24,UNIV KHENCHELA,G01LAL01,SCIENCES POLITIQUES,10.11,10.42,nan,--
E24,UNIV KHENCHELA,G02LAL01,DROIT,10.0,10.02,nan,10.06
E24,UNIV KHENCHELA,H01LAL01,LANGUE FRANCAISE,10.17,9.15,nan,9.34
E24,UNIV KHENCHELA,H06LAL01,LANGUE ANGLAISE,11.29,11.98,nan,12.83
E24,UNIV KHENCHELA,I17LAL01,SCIENCES HUMAINES,10.0,10.50,nan,nan
E24,UNIV KHENCHELA,I19LAL01,SCIENCES SOCIALES,10.0,10.08,nan,nan
