"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Unnamed: 0,Min2,Min3
E33,UNIV. CONSTANTINE 2,I14LAN01,SCIENCES HUMAINES  BIBLIOTHECONOMIE,12.0,nan,12.05,nan
E33,UNIV. CONSTANTINE 2,I17LAL02,SCIENCES HUMAINES,10.0,nan,10.0,nan
E33,UNIV. CONSTANTINE 2,I19LAL02,SCIENCES SOCIALES,10.0,nan,10.0,nan
E33,UNIV. CONSTANTINE 2,J00LAL02,"SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ETSPORTIVES",11.28,nan,nan,nan
E34,UNIV. CONSTANTINE 3,A08TCL01,GENIE DES PROCEDES,9.89,nan,nan,nan
E34,UNIV. CONSTANTINE 3,G01LAL02,SCIENCES POLITIQUES,10.35,nan,11.04,12.02
E34,UNIV. CONSTANTINE 3,I03LAL01,"SCIENCES HUMAINES (SCIENCES DE L INFORMATION ETDE LA COMMUNICATION)",10.71,nan,11.45,nan
E34,UNIV. CONSTANTINE 3,K00LAL01,ARTS,11.09,nan,nan,nan
E34,UNIV. CONSTANTINE 3,N01LAL01,GESTION DES TECHNIQUES URBAINES,11.42,nan,nan,nan
E34,UNIV. CONSTANTINE 3,N02LAN01,MANAGEMENT DES PROJETS DE CONSTRUCTION,13.23,nan,nan,nan
E34,UNIV. CONSTANTINE 3,N04LAL01,URBANISME,14.7,nan,nan,nan
E34,UNIV. CONSTANTINE 3,N05IAL02,ARCHITECTURE,13.9,nan,nan,nan
E53,UNIV. CONSTANTINE 3 (GENIE DES PROCEDES),A00LAL02,SCIENCES ET TECHNOLOGIES,12.71,nan,nan,nan
E18,UNIV. SCI ISLAMIQUES EMIR (E.A.K),F00LAL03,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",10.0,nan,10.03,10.37
E18,UNIV. SCI ISLAMIQUES EMIR (E.A.K),H08LAL01,LANGUE TURQUE,12.32,nan,13.15,nan
E18,UNIV. SCI ISLAMIQUES EMIR (E.A.K),I17LAL03,SCIENCES HUMAINES,10.02,nan,10.0,nan
E18,UNIV. SCI ISLAMIQUES EMIR (E.A.K),I20LAN01,SCIENCES ISLAMIQUES,12.4,nan,13.02,nan
E18,UNIV. SCI ISLAMIQUES EMIR (E.A.K),L00LAL02,LANGUE ET LITTERATURE ARABES,10.0,nan,10.0,nan
C17,UNIV. MEDEA,A00LAL01,SCIENCES ET TECHNOLOGIES,8.37,nan,nan,nan
C17,UNIV. MEDEA,A05TCL01,GENIE CIVIL,10.7,nan,nan,nan
C17,UNIV. MEDEA,A08IAN01,GENIE DES PROCEDES,12.64,nan,nan,nan
C17,UNIV. MEDEA,A08TCL01,GENIE DES PROCEDES,9.99,nan,nan,nan
C17,UNIV. MEDEA,A16TCL01,ELECTROTECHNIQUE,10.56,nan,nan,nan
