Code,Etablissement,Code Fil,Filiere,Min1,Min2,Min3
Etb,nan,nan,nan,nan,nan,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers BEJAIA,--,14.03,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers JIJEL,14.65,15.57,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers SETIF,14.75,15.54,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers BEJAIA,14.80,--,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers JIJEL,16.10,16.88,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers SETIF,15.23,16.20,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers BEJAIA,14.90,16.41,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers JIJEL,16.52,--,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers SETIF,16.11,--,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers B.B.ARRERIDJ,15.58,17.81,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers BATNA,15.33,--,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers BEJAIA,14.05,14.81,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers JIJEL,15.47,--,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers SETIF,15.36,--,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers MILA,15.39,16.20,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers BEJAIA,16.04,--,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers JIJEL,16.99,--,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers SETIF,16.79,--,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers MSILA,16.03,17.26,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers B.B.ARRERIDJ,16.32,--,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers BATNA,15.08,15.87,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers BEJAIA,--,--,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers SETIF,15.03,15.75,nan
E42,ECOLE NORMALE SUPERIEURE DE SETIF,I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers,14.83,15.52,nan
nan,nan,nan,B.B.ARRERIDJ,nan,nan,nan
