Code,Etablissement,Code Fil,Filiere,Min1,Min2,Min3
Etb,nan,nan,nan,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers MILA,15.08,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers AIN-DEFLA,--,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers NAAMA,--,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers AIN-TEMOUCHENT,--,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers GHARDAIA,13.40,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers RELIZANE,15.74,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers TIMIMOUN,--,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers BORDJ BADJI MOKHTAR,--,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers OULED DJELLAL,--,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers BENI ABBES,--,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers IN SALAH,10.51,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers IN GUEZZAM,--,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers TOUGGOURT,13.60,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers DJANET,--,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers EL MGHAIER,12.04,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PMN01,MUSIQUE (P.E.M) -- pour bacheliers EL MENIAA,--,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers ADRAR,--,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers CHLEF,--,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers LAGHOUAT,13.46,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers OUM-EL-BOUAGHI,--,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers BATNA,--,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers BEJAIA,--,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers BISKRA,--,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers BECHAR,--,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),K00PSN01,MUSIQUE (P.E.S) -- pour bacheliers BLIDA,--,nan,nan
