Code,Etablissement,Code Fil,Filiere,Min1,Min2,Min3
Etb,nan,nan,nan,nan,nan,nan
C19,UNIV. BEJAIA,H06LAL01,LANGUE ANGLAISE,13.85,14.96,15.81
C19,UNIV. BEJAIA,I17LAL01,SCIENCES HUMAINES,10.44,11.52,nan
C19,UNIV. BEJAIA,I19LAL01,SCIENCES SOCIALES,10.7,11.48,nan
C19,UNIV. BEJAIA,J00LAL01,SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET,10.95,nan,nan
nan,nan,nan,SPORTIVES,nan,nan,nan
C19,UNIV. BEJAIA,L00LAL01,LANGUE ET LITTERATURE ARABES,10.0,10.49,nan
C19,UNIV. BEJAIA,M00LAL01,LANGUE ET CULTURE AMAZIGHES,10.4,11.15,nan
C19,UNIV. BEJAIA,N05IAL01,ARCHITECTURE,13.75,nan,nan
E13,UNIV. BISKRA,A00LAL03,SCIENCES ET TECHNOLOGIES,8.05,nan,nan
E13,UNIV. BISKRA,A00TCL01,SCIENCES ET TECHNOLOGIES,9.94,nan,nan
E13,UNIV. BISKRA,A05TCL01,GENIE CIVIL,11.21,nan,nan
E13,UNIV. BISKRA,A08TCL01,GENIE DES PROCEDES,10.54,nan,nan
E13,UNIV. BISKRA,A12LAL02,HYDRAULIQUE,8.0,nan,nan
E13,UNIV. BISKRA,A16LAN01,ELECTROTECHNIQUE,9.42,nan,nan
E13,UNIV. BISKRA,A16TCL01,ELECTROTECHNIQUE,10.94,nan,nan
E13,UNIV. BISKRA,A19TCL01,GENIE MECANIQUE,10.5,nan,nan
E13,UNIV. BISKRA,B00LAL01,SCIENCES DE LA MATIERE,8.37,nan,nan
E13,UNIV. BISKRA,B02FPN01,PHYSIQUE,11.2,nan,nan
E13,UNIV. BISKRA,C01FPN04,INFORMATIQUE,12.98,13.47,nan
E13,UNIV. BISKRA,C01LAL01,INFORMATIQUE,10.36,7.33,nan
E13,UNIV. BISKRA,C01TCL01,INFORMATIQUE,11.61,12.20,nan
E13,UNIV. BISKRA,C02LAL01,MATHEMATIQUES,9.94,8.37,nan
E13,UNIV. BISKRA,D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,9.15,11.39,13.83
E13,UNIV. BISKRA,D03TCL01,SCIENCES AGRONOMIQUES,10.15,11.97,10.39
E13,UNIV. BISKRA,E01LAL01,GEOGRAPHIE ET AMENAGEMENT DU TERRITOIRE,10.6,--,12.08
