"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Unnamed: 0,Min2,Min3
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers GHARDAIA,14.62,nan,14.43,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers TOUGGOURT,14.53,nan,15.24,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers EL MGHAIER,14.04,nan,15.62,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers EL MENIAA,15.48,nan,--,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers OUARGLA,15.36,nan,15.75,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers EL OUED,15.63,nan,--,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers TOUGGOURT,14.98,nan,15.61,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers EL MGHAIER,14.58,nan,15.27,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers BISKRA,15.35,nan,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers OUARGLA,14.60,nan,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers EL OUED,15.34,nan,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,D00PML01,"SCIENCES NATURELLES (P.E.M) -- pour bacheliersGHARDAIA",14.87,nan,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,D00PML01,"SCIENCES NATURELLES (P.E.M) -- pour bacheliers OULEDDJELLAL",15.41,nan,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,D00PML01,"SCIENCES NATURELLES (P.E.M) -- pour bacheliersTOUGGOURT",15.14,nan,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,D00PML01,"SCIENCES NATURELLES (P.E.M) -- pour bacheliers ELMGHAIER",14.82,nan,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,D00PML01,"SCIENCES NATURELLES (P.E.M) -- pour bacheliers ELMENIAA",--,nan,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers BISKRA,16.00,nan,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers OUARGLA,15.32,nan,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers EL OUED,15.86,nan,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,D00PSL01,"SCIENCES NATURELLES (P.E.S) -- pour bacheliers OULEDDJELLAL",15.84,nan,nan,nan
