"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Unnamed: 0,Min2,Min3
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I00PML01,"HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers BORDJBADJI MOKHTAR",--,nan,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I00PML01,"HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers BENIABBES",14.11,nan,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers ADRAR,15.48,nan,15.39,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers BECHAR,--,nan,15.72,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I00PSL01,"HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers ELBAYADH",14.03,nan,14.74,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers TINDOUF,--,nan,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers NAAMA,14.44,nan,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers TIMIMOUN,14.11,nan,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I00PSL01,"HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers BORDJBADJI MOKHTAR",--,nan,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I00PSL01,"HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers BENIABBES",14.34,nan,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers ADRAR,13.96,nan,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers BECHAR,13.81,nan,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers EL BAYADH,13.87,nan,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers TINDOUF,13.66,nan,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers NAAMA,13.75,nan,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers TIMIMOUN,13.50,nan,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I13PSL01,"PHILOSOPHIE (P.E.S) -- pour bacheliers BORDJ BADJIMOKHTAR",--,nan,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers BENI ABBES,14.14,nan,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,J00PPN01,"EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pourbacheliers ADRAR",13.55,nan,nan,nan
