"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Unnamed: 0,Min2,Min3
U26,C. UNIV. EL BAYADH,A16TCL01,ELECTROTECHNIQUE,10.25,nan,nan,nan
U26,C. UNIV. EL BAYADH,C01LAL01,INFORMATIQUE,11.97,nan,12.37,nan
U26,C. UNIV. EL BAYADH,C02LAL01,MATHEMATIQUES,11.13,nan,11.10,nan
U26,C. UNIV. EL BAYADH,D00LAL04,SCIENCES DE LA NATURE ET DE LA VIE,9.53,nan,11.62,--
U26,C. UNIV. EL BAYADH,D03TCL01,SCIENCES AGRONOMIQUES,9.7,nan,10.00,10.55
U26,C. UNIV. EL BAYADH,F00LAL02,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",10.03,nan,10.10,10.75
U26,C. UNIV. EL BAYADH,G02LAL02,DROIT,10.1,nan,10.86,--
U26,C. UNIV. EL BAYADH,H06LAL01,LANGUE ANGLAISE,11.91,nan,12.71,13.60
U26,C. UNIV. EL BAYADH,I17LAL02,SCIENCES HUMAINES,10.01,nan,10.04,nan
U26,C. UNIV. EL BAYADH,I19LAL03,SCIENCES SOCIALES,10.01,nan,10.77,nan
U26,C. UNIV. EL BAYADH,J00LAL01,"SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ETSPORTIVES",11.99,nan,nan,nan
U26,C. UNIV. EL BAYADH,L00LAL03,LANGUE ET LITTERATURE ARABES,10.0,nan,10.00,nan
C41,C. UNIV ILLIZI,C01LAL01,INFORMATIQUE,10.43,nan,8.19,nan
C41,C. UNIV ILLIZI,F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",10.04,nan,--,10.17
C41,C. UNIV ILLIZI,G02LAL03,DROIT,10.0,nan,10.18,--
C41,C. UNIV ILLIZI,H06LAL02,LANGUE ANGLAISE,9.39,nan,9.47,12.87
C41,C. UNIV ILLIZI,I19LAL03,SCIENCES SOCIALES,10.15,nan,13.93,nan
E23,UNIV BORDJ BOU ARRERIDJ,A00LAL04,SCIENCES ET TECHNOLOGIES,7.86,nan,nan,nan
E23,UNIV BORDJ BOU ARRERIDJ,A05TCL01,GENIE CIVIL,9.78,nan,nan,nan
E23,UNIV BORDJ BOU ARRERIDJ,A08TCL01,GENIE DES PROCEDES,11.07,nan,nan,nan
E23,UNIV BORDJ BOU ARRERIDJ,A16TCL01,ELECTROTECHNIQUE,10.74,nan,nan,nan
E23,UNIV BORDJ BOU ARRERIDJ,A17IAN01,ELECTRONIQUE,13.3,nan,nan,nan
E23,UNIV BORDJ BOU ARRERIDJ,A19TCL01,GENIE MECANIQUE,10.03,nan,nan,nan
