"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Unnamed: 0,Min3
C43,C. UNIV. AFLOU,C01LAL02,INFORMATIQUE,11.05,7.96,nan,nan
C43,C. UNIV. AFLOU,F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",10.02,--,nan,10.08
C43,C. UNIV. AFLOU,G02LAL02,DROIT,10.0,10.02,nan,12.62
C43,C. UNIV. AFLOU,H01LAL02,LANGUE FRANCAISE,10.55,11.18,nan,10.17
C43,C. UNIV. AFLOU,H06LAL03,LANGUE ANGLAISE,10.68,11.43,nan,12.48
C43,C. UNIV. AFLOU,I17LAL02,SCIENCES HUMAINES,10.2,10.70,nan,nan
C43,C. UNIV. AFLOU,I19LAL02,SCIENCES SOCIALES,10.05,10.02,nan,nan
C43,C. UNIV. AFLOU,L00LAL01,LANGUE ET LITTERATURE ARABES,10.09,11.53,nan,nan
C18,UNIV. LAGHOUAT,A00LAL01,SCIENCES ET TECHNOLOGIES,9.12,nan,nan,nan
C18,UNIV. LAGHOUAT,A00TCL02,SCIENCES ET TECHNOLOGIES,9.17,nan,nan,nan
C18,UNIV. LAGHOUAT,A05IAN01,GENIE CIVIL,10.87,nan,nan,nan
C18,UNIV. LAGHOUAT,A05IAN02,GENIE CIVIL,9.29,nan,nan,nan
C18,UNIV. LAGHOUAT,A05TCL01,GENIE CIVIL,10.2,nan,nan,nan
C18,UNIV. LAGHOUAT,A08TCL01,GENIE DES PROCEDES,9.85,nan,nan,nan
C18,UNIV. LAGHOUAT,A09IAN04,ELECTROTECHNIQUE,11.01,nan,nan,nan
C18,UNIV. LAGHOUAT,A15IAN01,TRAVAUX PUBLICS,10.69,nan,nan,nan
C18,UNIV. LAGHOUAT,A16TCL01,ELECTROTECHNIQUE,10.25,nan,nan,nan
C18,UNIV. LAGHOUAT,A19TCL01,GENIE MECANIQUE,10.68,nan,nan,nan
C18,UNIV. LAGHOUAT,B00LAL01,SCIENCES DE LA MATIERE,7.78,nan,nan,nan
C18,UNIV. LAGHOUAT,C01LAL03,INFORMATIQUE,9.61,7.87,nan,nan
C18,UNIV. LAGHOUAT,C01TCL02,INFORMATIQUE,13.03,13.65,nan,nan
C18,UNIV. LAGHOUAT,C02LAL03,MATHEMATIQUES,10.29,8.82,nan,nan
C18,UNIV. LAGHOUAT,CF0LAN01,"MATHEMATIQUES APPLIQUEES + SCIENCESECONOMIQUES",12.63,13.32,nan,nan
