"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
C21,UNIV. DJELFA,C02LAL01,MATHEMATIQUES,10.97,11.43,nan
C21,UNIV. DJELFA,D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,8.69,8.51,10.88
C21,UNIV. DJELFA,D03TCL01,SCIENCES AGRONOMIQUES,10.47,11.36,10.16
C21,UNIV. DJELFA,E01LAL01,GEOGRAPHIE ET AMENAGEMENT DU TERRITOIRE,9.71,8.29,11.0
C21,UNIV. DJELFA,F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",10.0,10.0,10.0
C21,UNIV. DJELFA,G02LAL01,DROIT,10.0,10.0,10.01
C21,UNIV. DJELFA,H01LAL01,LANGUE FRANCAISE,11.0,11.69,12.5
C21,UNIV. DJELFA,H06LAL01,LANGUE ANGLAISE,12.67,13.5,14.44
C21,UNIV. DJELFA,I17LAL01,SCIENCES HUMAINES,10.0,10.08,nan
C21,UNIV. DJELFA,I19LAL01,SCIENCES SOCIALES,10.0,10.0,nan
C21,UNIV. DJELFA,J00LAL01,"SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ETSPORTIVES",10.0,nan,nan
C21,UNIV. DJELFA,K00LAL01,ARTS,10.01,nan,nan
C21,UNIV. DJELFA,L00LAL01,LANGUE ET LITTERATURE ARABES,10.0,10.0,nan
C21,UNIV. DJELFA,P04VAL01,SCIENCES VETERINAIRES,12.77,13.82,15.41
E11,UNIV. JIJEL,A00LAL02,SCIENCES ET TECHNOLOGIES,7.91,nan,nan
E11,UNIV. JIJEL,A05TCL01,GENIE CIVIL,10.16,nan,nan
E11,UNIV. JIJEL,A08TCL01,GENIE DES PROCEDES,10.8,nan,nan
E11,UNIV. JIJEL,A16TCL01,ELECTROTECHNIQUE,11.12,nan,nan
E11,UNIV. JIJEL,A19TCL01,GENIE MECANIQUE,10.85,nan,nan
E11,UNIV. JIJEL,B00LAL02,SCIENCES DE LA MATIERE,8.33,nan,nan
E11,UNIV. JIJEL,C01LAL01,INFORMATIQUE,12.05,12.43,nan
E11,UNIV. JIJEL,C02LAL01,MATHEMATIQUES,10.02,8.53,nan
E11,UNIV. JIJEL,D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,9.06,12.43,11.38
