"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Unnamed: 0,Min2,Min3
E04,UNIV. ANNABA,A01LAN02,GENIE MINIER,13.04,nan,nan,nan
E04,UNIV. ANNABA,A02EPN01,AUTOMATIQUE,11.18,nan,11.97,nan
E04,UNIV. ANNABA,A04LAL01,METALLURGIE,13.56,nan,nan,nan
E04,UNIV. ANNABA,A05TCL01,GENIE CIVIL,11.01,nan,nan,nan
E04,UNIV. ANNABA,A08TCL01,GENIE DES PROCEDES,10.33,nan,nan,nan
E04,UNIV. ANNABA,A16TCL01,ELECTROTECHNIQUE,10.35,nan,nan,nan
E04,UNIV. ANNABA,A19TCL01,GENIE MECANIQUE,12.18,nan,nan,nan
E04,UNIV. ANNABA,B00LAL02,SCIENCES DE LA MATIERE,8.45,nan,nan,nan
E04,UNIV. ANNABA,C01LAL01,INFORMATIQUE,11.61,nan,12.15,nan
E04,UNIV. ANNABA,C01TCL01,INFORMATIQUE,14.35,nan,15.08,nan
E04,UNIV. ANNABA,C02LAL01,MATHEMATIQUES,11.16,nan,11.74,nan
E04,UNIV. ANNABA,CA0LAN01,INFORMATIQUE + AUTOMATIQUE,14.09,nan,14.88,nan
E04,UNIV. ANNABA,D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,10.5,nan,12.26,12.11
E04,UNIV. ANNABA,E01LAL01,GEOGRAPHIE ET AMENAGEMENT DU TERRITOIRE,9.22,nan,10.57,10.05
E04,UNIV. ANNABA,E03LAL01,GEOLOGIE,10.39,nan,9.13,10.23
E04,UNIV. ANNABA,F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",10.0,nan,10.38,10.31
E04,UNIV. ANNABA,F01FPN01,SCIENCES DE GESTION,12.97,nan,13.81,14.3
E04,UNIV. ANNABA,G01LAL01,SCIENCES POLITIQUES,10.01,nan,10.03,10.06
E04,UNIV. ANNABA,G02LAL01,DROIT,10.0,nan,10.02,10.08
E04,UNIV. ANNABA,H01LAL01,LANGUE FRANCAISE,10.35,nan,9.91,9.24
E04,UNIV. ANNABA,H03IAN04,"TRADUCTION INTERPRETARIAT (ARABE, FRANCAIS,ANGLAIS)",12.97,nan,nan,nan
E04,UNIV. ANNABA,H06LAL01,LANGUE ANGLAISE,11.67,nan,12.46,13.31
E04,UNIV. ANNABA,H07LAL01,LANGUE ITALIENNE,12.15,nan,nan,nan
