"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Unnamed: 0,Min3
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers ORAN,14.65,15.59,nan,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers TISSEMSILT,14.97,15.72,nan,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PPL01,"LANGUE ANGLAISE (P.E.P) -- pour bacheliers AIN-TEMOUCHENT",14.15,14.98,nan,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers RELIZANE,15.89,--,nan,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers CHLEF,17.1,--,nan,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers TLEMCEN,16.05,--,nan,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers SAIDA,16.05,--,nan,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers SIDIBEL-ABBES,15.34,16.64,nan,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers MOSTAGANEM,16.02,--,nan,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers MASCARA,15.68,16.65,nan,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers ORAN,16.18,16.88,nan,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers TISSEMSILT,16.96,--,nan,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PSL01,"LANGUE ANGLAISE (P.E.S) -- pour bacheliers AIN-TEMOUCHENT",16.28,--,nan,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers RELIZANE,17.5,--,nan,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,L00PPL01,ARABE (P.E.P) -- pour bacheliers TLEMCEN,14.69,16.89,nan,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,L00PPL01,ARABE (P.E.P) -- pour bacheliers SAIDA,13.97,15.56,nan,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,L00PPL01,ARABE (P.E.P) -- pour bacheliers SIDIBEL-ABBES,14.5,15.48,nan,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,L00PPL01,ARABE (P.E.P) -- pour bacheliers ORAN,14.57,--,nan,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,L00PPL01,ARABE (P.E.P) -- pour bacheliers AIN-TEMOUCHENT,14.91,--,nan,nan
R27,INFSSF TLEMCEN,W01SANTE,"SAGE FEMME DE SANTE PUBLIQUE  -- pour bacheliersADRAR",13.87,14.93,nan,nan
R27,INFSSF TLEMCEN,W01SANTE,"SAGE FEMME DE SANTE PUBLIQUE  -- pour bacheliersCHLEF",15.61,--,nan,nan
