"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Unnamed: 0,Min3
E17,UNIV. OUARGLA,A03FPN03,HYDROCARBURES,13.4,nan,nan,nan
E17,UNIV. OUARGLA,A03LAN02,HYDRAUCARBURES,13.63,nan,nan,nan
E17,UNIV. OUARGLA,A05TCL01,GENIE CIVIL,10.36,nan,nan,nan
E17,UNIV. OUARGLA,A08TCL01,GENIE DES PROCEDES,10.47,nan,nan,nan
E17,UNIV. OUARGLA,A09FPN02,ENERGIES RENOUVELABLES,12.38,nan,nan,nan
E17,UNIV. OUARGLA,A16TCL01,ELECTROTECHNIQUE,10.41,nan,nan,nan
E17,UNIV. OUARGLA,A19TCL01,GENIE MECANIQUE,9.92,nan,nan,nan
E17,UNIV. OUARGLA,B00LAL02,SCIENCES DE LA MATIERE,8.31,nan,nan,nan
E17,UNIV. OUARGLA,C01LAL02,INFORMATIQUE,10.83,11.36,nan,nan
E17,UNIV. OUARGLA,C01TCL01,INFORMATIQUE,12.56,13.15,nan,nan
E17,UNIV. OUARGLA,C02LAL02,MATHEMATIQUES,9.75,9.23,nan,nan
E17,UNIV. OUARGLA,D00LAL03,SCIENCES DE LA NATURE ET DE LA VIE,10.4,11.69,nan,12.08
E17,UNIV. OUARGLA,D03TCL01,SCIENCES AGRONOMIQUES,9.9,--,nan,12.29
E17,UNIV. OUARGLA,D05FPN01,HYDROBIOLOGIE MARINE ET CONTINENTALE,10.31,--,nan,nan
E17,UNIV. OUARGLA,E02FPN01,GEOPHYSIQUE,10.79,11.27,nan,11.89
E17,UNIV. OUARGLA,E03LAL03,GEOLOGIE,10.27,8.67,nan,10.31
E17,UNIV. OUARGLA,F00LAL02,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",10.0,10.09,nan,10.00
E17,UNIV. OUARGLA,G01LAL03,SCIENCES POLITIQUES,10.01,10.28,nan,--
E17,UNIV. OUARGLA,G02LAL03,DROIT,10.0,10.03,nan,--
E17,UNIV. OUARGLA,H01LAL03,LANGUE FRANCAISE,11.03,9.50,nan,8.69
E17,UNIV. OUARGLA,H06LAL03,LANGUE ANGLAISE,9.91,9.78,nan,10.48
E17,UNIV. OUARGLA,I03FPN01,"SCIENCES DE L INFORMATION ET DE LACOMMUNICATION",11.05,11.65,nan,nan
E17,UNIV. OUARGLA,I17LAL03,SCIENCES HUMAINES,10.0,10.00,nan,nan
