"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Unnamed: 0,Min2,Min3
E15,UNIV. GUELMA,F00LAL03,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",10.0,nan,10.24,10.0
E15,UNIV. GUELMA,G01LAL03,SCIENCES POLITIQUES,10.3,nan,10.28,12.84
E15,UNIV. GUELMA,G02LAL01,DROIT,10.0,nan,10.0,10.81
E15,UNIV. GUELMA,H01LAL01,LANGUE FRANCAISE,11.0,nan,10.63,10.88
E15,UNIV. GUELMA,H06LAL01,LANGUE ANGLAISE,11.15,nan,11.87,12.71
E15,UNIV. GUELMA,I17LAL01,SCIENCES HUMAINES,10.0,nan,10.26,nan
E15,UNIV. GUELMA,I19LAL01,SCIENCES SOCIALES,10.0,nan,10.07,nan
E15,UNIV. GUELMA,L00LAL01,LANGUE ET LITTERATURE ARABES,10.0,nan,10.03,nan
E15,UNIV. GUELMA,N02FPN02,MANAGEMENT DES PROJETS DE CONSTRUCTION,11.11,nan,nan,nan
E15,UNIV. GUELMA,N05IAL01,ARCHITECTURE,8.81,nan,nan,nan
E15,UNIV. GUELMA,P04VAL01,SCIENCES VETERINAIRES,11.18,nan,11.8,12.26
P06,"ECOLE NATIONALE SUPERIEURE DEBIOTECHNOLOGIE DE CONSTANTINE",D00CAN10,"FB SP ECOLE NATIONALE SUPERIEURE DEBIOTECHNOLOGIE DE CONSTANTINE",15.59,nan,16.54,nan
E37,"ECOLE NATIONALE SUPERIEUREPOLYTHECHNIQUE DE CONSTANTINE",A00CAN07,"FB ST ECOLE NATIONALE SUPERIEURE POLYTECHNIQUEDE CONSTANTINE",15.63,nan,nan,nan
P22,"ECOLE SUPERIEURE DE COMPTABILITE ET DEFINANCE DE CONSTANTINE",F00CAN02,"FB SECSG ECOLE SUPERIEURE DE COMPTABILITE ET DEFINANCE DE CONSTANTINE",14.82,nan,nan,nan
E47,INSTITUT VETERINAIRE UNIV.CONSTANTINE 1,P04VAN02,SCIENCES VETERINAIRES,13.76,nan,14.42,15.06
E01,UNIV. CONSTANTINE 1,A00LAL03,SCIENCES ET TECHNOLOGIES,10.1,nan,nan,nan
E01,UNIV. CONSTANTINE 1,A00TCL01,SCIENCES ET TECHNOLOGIES,12.4,nan,nan,nan
E01,UNIV. CONSTANTINE 1,A05TCL01,GENIE CIVIL,10.6,nan,nan,nan
E01,UNIV. CONSTANTINE 1,A14FPN01,INGENIERIE DES TRANSPORTS,11.83,nan,nan,nan
E01,UNIV. CONSTANTINE 1,A14FPN02,INGENIERIE DES TRANSPORTS,9.45,nan,nan,nan
E01,UNIV. CONSTANTINE 1,A14LAN01,INGENIERIE DES TRANSPORTS,9.36,nan,nan,nan
E01,UNIV. CONSTANTINE 1,A16FPN01,ELECTROTECHNIQUE,13.04,nan,nan,nan
