"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Unnamed: 0,Min3
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,D00PSL01,"SCIENCES NATURELLES (P.E.S) -- pour bacheliersTOUGGOURT",15.89,nan,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,D00PSL01,"SCIENCES NATURELLES (P.E.S) -- pour bacheliers ELMGHAIER",15.62,nan,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers OUARGLA,--,14.65,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers EL OUED,--,14.65,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers GHARDAIA,14.43,14.19,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers TOUGGOURT,--,14.08,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers EL MGHAIER,--,--,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PML01,LANGUE FRANCAISE (P.E.M) -- pour bacheliers EL MENIAA,--,--,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers OUARGLA,--,--,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers EL OUED,--,14.01,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers TOUGGOURT,--,--,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers EL MGHAIER,--,--,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers OUARGLA,14.19,14.20,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers EL OUED,14.82,14.98,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers GHARDAIA,14.21,--,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers TOUGGOURT,--,14.39,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers EL MGHAIER,14.98,--,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers EL MENIAA,--,--,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers BISKRA,15.12,15.86,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers OUARGLA,14.52,14.74,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers EL OUED,14.89,15.38,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PML01,"LANGUE ANGLAISE (P.E.M) -- pour bacheliers OULEDDJELLAL",14.56,15.40,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers TOUGGOURT,14.10,14.79,nan,nan
