"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Unnamed: 0,Min3
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers ADRAR,--,--,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers BECHAR,14.26,--,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers EL BAYADH,--,--,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers TINDOUF,--,--,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers NAAMA,--,15.31,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers TIMIMOUN,--,--,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers BORDJ BADJI MOKHTAR,--,--,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PPL01,FRANCAIS (P.E.P) -- pour bacheliers BENI ABBES,--,--,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers ADRAR,14.97,--,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers BECHAR,15.72,--,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers EL BAYADH,14.45,--,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers TINDOUF,--,--,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers NAAMA,14.02,14.81,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers TIMIMOUN,--,--,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PSL01,"LANGUE FRANCAISE (P.E.S) -- pour bacheliers BORDJ BADJIMOKHTAR",--,--,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H01PSL01,LANGUE FRANCAISE (P.E.S) -- pour bacheliers BENI ABBES,--,--,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers ADRAR,--,--,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers BECHAR,14.64,--,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers EL BAYADH,14.11,14.72,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers TINDOUF,--,--,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers NAAMA,14.26,14.71,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers TIMIMOUN,14.20,--,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,H06PML01,"LANGUE ANGLAISE (P.E.M) -- pour bacheliers BORDJ BADJIMOKHTAR",--,--,nan,nan
