"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Unnamed: 0,Min2,Min3
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PML01,"HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers ELMENIAA",--,nan,--,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers BISKRA,14.67,nan,15.78,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers OUARGLA,--,nan,14.04,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers ILLIZI,--,nan,--,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers EL OUED,15.05,nan,15.55,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers GHARDAIA,--,nan,14.33,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PSL01,"HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers OULEDDJELLAL",14.73,nan,15.50,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PSL01,"HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliersTOUGGOURT",--,nan,15.30,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers DJANET,--,nan,--,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PSL01,"HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers ELMGHAIER",14.87,nan,14.33,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PSL01,HISTOIRE GEOGRAPHIE (P.E.S) -- pour bacheliers EL MENIAA,--,nan,15.56,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,J00PPN01,"EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pourbacheliers OUARGLA",12.32,nan,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,J00PPN01,"EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pourbacheliers ILLIZI",13.71,nan,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,J00PPN01,"EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pourbacheliers EL OUED",14.11,nan,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,J00PPN01,"EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pourbacheliers TOUGGOURT",13.69,nan,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,J00PPN01,"EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pourbacheliers DJANET",10.36,nan,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,J00PPN01,"EDUCATION PHYSIQUE ET SPORTIVE (P.E.P) -- pourbacheliers EL MGHAIER",13.30,nan,nan,nan
