"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Unnamed: 0,Min2,Min3
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers LAGHOUAT,13.59,nan,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers BLIDA,14.17,nan,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers BOUIRA,14.64,nan,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers TAMANRASSET,12.28,nan,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers TLEMCEN,13.81,nan,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers TIARET,14.33,nan,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers TIZI-OUZOU,14.14,nan,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers ALGER,14.2,nan,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers DJELFA,14.52,nan,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers SAIDA,13.44,nan,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers SIDIBEL-ABBES,13.15,nan,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers MEDEA,14.7,nan,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers MOSTAGANEM,14.5,nan,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",I13PSL01,PHILOSOPHIE (P.E.S) -- pour bacheliers MSILA,14.32,nan,nan,nan
