"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Unnamed: 0,Min2,Min3
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C01PSL01,"INFORMATIQUE (P.E.S) -- pour bacheliers BORDJ BADJIMOKHTAR",--,nan,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C01PSL01,INFORMATIQUE (P.E.S) -- pour bacheliers BENI ABBES,--,nan,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers ADRAR,14.88,nan,15.10,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers BECHAR,14.08,nan,14.15,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers EL BAYADH,14.53,nan,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers TINDOUF,--,nan,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers NAAMA,14.92,nan,15.67,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers TIMIMOUN,--,nan,14.92,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C02PML01,"MATHEMATIQUES (P.E.M) -- pour bacheliers BORDJ BADJIMOKHTAR",--,nan,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers BENI ABBES,14.41,nan,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers ADRAR,15.94,nan,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers BECHAR,15.15,nan,15.67,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers EL BAYADH,15.99,nan,16.58,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers TINDOUF,14.76,nan,14.63,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers NAAMA,16.06,nan,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers TIMIMOUN,15.97,nan,17.02,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C02PSL01,"MATHEMATIQUES (P.E.S.) -- pour bacheliers BORDJ BADJIMOKHTAR",--,nan,--,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,C02PSL01,MATHEMATIQUES (P.E.S.) -- pour bacheliers BENI ABBES,14.20,nan,16.24,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers ADRAR,14.13,nan,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers BECHAR,14.96,nan,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,D00PML01,"SCIENCES NATURELLES (P.E.M) -- pour bacheliers ELBAYADH",14.55,nan,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers TINDOUF,14.57,nan,nan,nan
