"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
U22,UNIV. AIN TEMOUCHENT,D00LAL02,SCIENCES DE LA NATURE ET DE LA VIE,9.66,--,--
U22,UNIV. AIN TEMOUCHENT,D03TCL01,SCIENCES AGRONOMIQUES,10.35,--,11.29
U22,UNIV. AIN TEMOUCHENT,F00LAL03,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",10.0,10.96,10.00
U22,UNIV. AIN TEMOUCHENT,G02LAL02,DROIT,10.0,10.00,--
U22,UNIV. AIN TEMOUCHENT,H01LAL03,LANGUE FRANCAISE,10.29,11.07,10.52
U22,UNIV. AIN TEMOUCHENT,H02LAL01,LANGUE ESPAGNOLE,10.35,nan,nan
U22,UNIV. AIN TEMOUCHENT,H06LAL02,LANGUE ANGLAISE,10.35,11.19,11.72
U22,UNIV. AIN TEMOUCHENT,I17LAL02,SCIENCES HUMAINES,10.01,10.28,nan
U22,UNIV. AIN TEMOUCHENT,I19LAL02,SCIENCES SOCIALES,10.0,10.28,nan
U22,UNIV. AIN TEMOUCHENT,L00LAL03,LANGUE ET LITTERATURE ARABES,10.07,10.19,nan
C32,UNIV. GHARDAIA,A00LAL01,SCIENCES ET TECHNOLOGIES,8.01,nan,nan
C32,UNIV. GHARDAIA,A05TCL01,GENIE CIVIL,10.92,nan,nan
C32,UNIV. GHARDAIA,A08TCL01,GENIE DES PROCEDES,9.94,nan,nan
C32,UNIV. GHARDAIA,A09FPN03,ENERGIES RENOUVELABLES,11.9,nan,nan
C32,UNIV. GHARDAIA,A16TCL01,ELECTROTECHNIQUE,11.46,nan,nan
C32,UNIV. GHARDAIA,A19TCL01,GENIE MECANIQUE,10.9,nan,nan
C32,UNIV. GHARDAIA,B00LAL03,SCIENCES DE LA MATIERE,8.53,nan,nan
C32,UNIV. GHARDAIA,C01LAL03,INFORMATIQUE,10.67,11.13,nan
C32,UNIV. GHARDAIA,C02LAL03,MATHEMATIQUES,10.21,8.05,nan
C32,UNIV. GHARDAIA,D00LAL02,SCIENCES DE LA NATURE ET DE LA VIE,9.05,10.65,10.92
C32,UNIV. GHARDAIA,D03TCL01,SCIENCES AGRONOMIQUES,9.56,--,11.32
C32,UNIV. GHARDAIA,F00LAL02,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",10.0,10.13,10.00
C32,UNIV. GHARDAIA,G02LAL03,DROIT,10.0,10.19,10.85
