"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Unnamed: 0,Min2,Min3
E09,UNIV. OUM EL BOUAGHI,B00LAL01,SCIENCES DE LA MATIERE,8.1,nan,nan,nan
E09,UNIV. OUM EL BOUAGHI,C01LAL01,INFORMATIQUE,11.11,nan,11.28,nan
E09,UNIV. OUM EL BOUAGHI,C02LAL01,MATHEMATIQUES,10.44,nan,10.94,nan
E09,UNIV. OUM EL BOUAGHI,D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,10.58,nan,11.81,12.06
E09,UNIV. OUM EL BOUAGHI,D03TCL01,SCIENCES AGRONOMIQUES,9.55,nan,--,--
E09,UNIV. OUM EL BOUAGHI,E01LAL02,GEOGRAPHIE ET AMENAGEMENT DU TERRITOIRE,10.93,nan,--,10.00
E09,UNIV. OUM EL BOUAGHI,E03LAL01,GEOLOGIE,10.24,nan,--,10.74
E09,UNIV. OUM EL BOUAGHI,F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",10.0,nan,10.00,10.62
E09,UNIV. OUM EL BOUAGHI,G01LAL02,SCIENCES POLITIQUES,10.13,nan,10.48,11.15
E09,UNIV. OUM EL BOUAGHI,G02LAL01,DROIT,10.0,nan,10.00,10.15
E09,UNIV. OUM EL BOUAGHI,H01LAL01,LANGUE FRANCAISE,10.79,nan,10.03,10.07
E09,UNIV. OUM EL BOUAGHI,H06LAL01,LANGUE ANGLAISE,10.58,nan,11.13,11.85
E09,UNIV. OUM EL BOUAGHI,I17LAL01,SCIENCES HUMAINES,10.0,nan,10.02,nan
E09,UNIV. OUM EL BOUAGHI,I19LAL01,SCIENCES SOCIALES,10.0,nan,10.00,nan
E09,UNIV. OUM EL BOUAGHI,J00LAL01,"SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ETSPORTIVES",10.0,nan,nan,nan
E09,UNIV. OUM EL BOUAGHI,L00LAL03,LANGUE ET LITTERATURE ARABES,10.0,nan,10.00,nan
E09,UNIV. OUM EL BOUAGHI,N01FPN04,GESTION DES TECHNIQUES URBAINES,8.07,nan,8.17,nan
E09,UNIV. OUM EL BOUAGHI,N01LAL01,GESTION DES TECHNIQUES URBAINES,8.16,nan,nan,nan
E09,UNIV. OUM EL BOUAGHI,N02FPN06,METIERS DE LA VILLE,8.85,nan,8.39,nan
E09,UNIV. OUM EL BOUAGHI,N02FPN07,METIERS DE LA VILLE,8.22,nan,10.71,nan
E09,UNIV. OUM EL BOUAGHI,N05IAL01,ARCHITECTURE,9.02,nan,nan,nan
E50,UNIV. OUM EL BOUAGHI – I.S.T.A,A20TPN01,TELECOMMUNICATIONS,13.16,nan,13.83,nan
E50,UNIV. OUM EL BOUAGHI – I.S.T.A,B02TPN01,PHYSIQUE,12.01,nan,nan,nan
