"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Unnamed: 0,Min3
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers DJANET,--,--,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers BLIDA,16.09,--,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers BOUIRA,16.16,17.02,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers TAMANRASSET,14.68,14.05,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers TIZI-OUZOU,16.13,--,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers ALGER,15.79,18.17,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers ILLIZI,15.00,--,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers BOUMERDES,16.49,--,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers TIPAZA,15.94,--,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers AIN-DEFLA,16.62,17.44,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers IN SALAH,14.33,15.15,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers IN GUEZZAM,--,--,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers DJANET,--,16.83,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers CHLEF,15.33,--,nan,nan
