"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Unnamed: 0,Min2,Min3
U07,UNIV. SIDI BEL ABBES,A17IAN02,ELECTRONIQUE,13.55,nan,nan,nan
U07,UNIV. SIDI BEL ABBES,A19TCL01,GENIE MECANIQUE,10.13,nan,nan,nan
U07,UNIV. SIDI BEL ABBES,B00LAL02,SCIENCES DE LA MATIERE,9.29,nan,nan,nan
U07,UNIV. SIDI BEL ABBES,C01LAL01,INFORMATIQUE,11.48,nan,12.03,nan
U07,UNIV. SIDI BEL ABBES,C01TCL03,INFORMATIQUE,14.53,nan,14.83,nan
U07,UNIV. SIDI BEL ABBES,C02LAL01,MATHEMATIQUES,12.81,nan,11.98,nan
U07,UNIV. SIDI BEL ABBES,D00LAL04,SCIENCES DE LA NATURE ET DE LA VIE,11.18,nan,--,13.04
U07,UNIV. SIDI BEL ABBES,D03TCL01,SCIENCES AGRONOMIQUES,9.75,nan,13.68,10.08
U07,UNIV. SIDI BEL ABBES,F00LAL02,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",10.0,nan,10.88,11.02
U07,UNIV. SIDI BEL ABBES,F03FPN01,SCIENCES COMMERCIALES,12.65,nan,13.50,14.08
U07,UNIV. SIDI BEL ABBES,G01LAL02,SCIENCES POLITIQUES,10.0,nan,10.64,--
U07,UNIV. SIDI BEL ABBES,G02LAL01,DROIT,10.0,nan,10.07,10.39
U07,UNIV. SIDI BEL ABBES,H01LAL02,LANGUE FRANCAISE,10.5,nan,10.57,11.11
U07,UNIV. SIDI BEL ABBES,H04LAL01,LANGUE ALLEMANDE,11.76,nan,nan,nan
U07,UNIV. SIDI BEL ABBES,H06LAL01,LANGUE ANGLAISE,12.28,nan,13.11,13.98
U07,UNIV. SIDI BEL ABBES,I17LAL02,SCIENCES HUMAINES,10.0,nan,10.01,nan
U07,UNIV. SIDI BEL ABBES,I19LAL03,SCIENCES SOCIALES,10.0,nan,10.01,nan
U07,UNIV. SIDI BEL ABBES,K00LAL01,ARTS,10.1,nan,nan,nan
U07,UNIV. SIDI BEL ABBES,L00LAL03,LANGUE ET LITTERATURE ARABES,10.0,nan,10.00,nan
P12,"ECOLE NATIONALE SUPERIEURE DESTECHNOLOGIES ET D INGENIERIE ANNABA",A00CAN16,"FB ST ECOLE NATIONALE SUPERIEURE DESTECHNOLOGIES ET D INGENIERIE ANNABA",14.83,nan,nan,nan
P23,"ECOLE SUPERIEURE DES SCIENCES DEGESTION DE ANNABA",F00CAN01,"FB SECSG ECOLE SUPERIEURE DES SCIENCES DEGESTION DE ANNABA",14.59,nan,nan,nan
E04,UNIV. ANNABA,A00LAL03,SCIENCES ET TECHNOLOGIES,9.21,nan,nan,nan
E04,UNIV. ANNABA,A00TCL01,SCIENCES ET TECHNOLOGIES,12.76,nan,nan,nan
