"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Unnamed: 0,Min3
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PML01,"LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliersBORDJ BADJI MOKHTAR",--,--,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PML01,"LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliersBENI ABBES",--,--,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PPL01,ARABE (P.E.P) -- pour bacheliers ADRAR,13.77,14.97,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PPL01,ARABE (P.E.P) -- pour bacheliers BECHAR,13.68,14.39,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PPL01,ARABE (P.E.P) -- pour bacheliers EL BAYADH,13.99,--,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PPL01,ARABE (P.E.P) -- pour bacheliers TINDOUF,--,13.03,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PPL01,ARABE (P.E.P) -- pour bacheliers NAAMA,14.35,15.12,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PPL01,ARABE (P.E.P) -- pour bacheliers TIMIMOUN,13.96,13.87,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PPL01,ARABE (P.E.P) -- pour bacheliers BORDJ BADJI MOKHTAR,--,--,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PPL01,ARABE (P.E.P) -- pour bacheliers BENI ABBES,--,13.43,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PSL01,"LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliersADRAR",15.56,15.88,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PSL01,"LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliersBECHAR",14.01,14.38,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PSL01,"LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliersEL BAYADH",14.82,14.61,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PSL01,"LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliersTINDOUF",--,--,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PSL01,"LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliersNAAMA",15.06,15.87,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PSL01,"LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliersTIMIMOUN",14.35,--,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,L00PSL01,"LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliersBORDJ BADJI MOKHTAR",--,--,nan,nan
