"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Unnamed: 0,Min3
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,L00PML01,"LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliersOUARGLA",--,14.50,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,L00PML01,"LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliersEL OUED",14.24,14.85,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,L00PML01,"LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliersTOUGGOURT",14.29,14.29,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,L00PML01,"LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliersEL MGHAIER",--,14.03,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,L00PPL01,ARABE (P.E.P) -- pour bacheliers OUARGLA,13.30,13.99,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,L00PPL01,ARABE (P.E.P) -- pour bacheliers EL OUED,14.89,--,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,L00PPL01,ARABE (P.E.P) -- pour bacheliers GHARDAIA,13.79,--,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,L00PPL01,ARABE (P.E.P) -- pour bacheliers TOUGGOURT,14.47,--,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,L00PPL01,ARABE (P.E.P) -- pour bacheliers EL MGHAIER,13.87,15.91,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,L00PPL01,ARABE (P.E.P) -- pour bacheliers EL MENIAA,13.38,13.79,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,L00PSL01,"LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliersBISKRA",14.11,14.80,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,L00PSL01,"LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliersOUARGLA",14.96,14.00,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,L00PSL01,"LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliersEL OUED",14.91,15.53,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,L00PSL01,"LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliersOULED DJELLAL",14.90,15.46,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,L00PSL01,"LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliersTOUGGOURT",14.40,15.05,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,L00PSL01,"LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliersEL MGHAIER",14.89,--,nan,nan
U04,ECOLE NORMALE SUPERIEURE D ORAN,B00PML01,"SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pourbacheliers TLEMCEN",14.73,15.61,nan,nan
