"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Unnamed: 0,Min3
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,L00PML01,"LANGUE ET LITTERATURE ARABES (P.E.M) -- pour bacheliersOULED DJELLAL",14.53,15.22,nan,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,L00PPL01,ARABE (P.E.P) -- pour bacheliers BISKRA,14.78,--,nan,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,L00PPL01,ARABE (P.E.P) -- pour bacheliers MSILA,15.38,16.24,nan,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,L00PPL01,ARABE (P.E.P) -- pour bacheliers B.B.ARRERIDJ,15.24,16.58,nan,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,L00PPL01,ARABE (P.E.P) -- pour bacheliers OULED DJELLAL,14.53,--,nan,nan
E48,ECOLE NORMALE SUPERIEURE DE BOU SAADA,L00PSL01,"LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliersMSILA",15.67,16.10,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,B00PML01,"SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pourbacheliers OUARGLA",14.29,14.24,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,B00PML01,"SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pourbacheliers EL OUED",14.93,15.67,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,B00PML01,"SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pourbacheliers GHARDAIA",14.52,14.36,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,B00PML01,"SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pourbacheliers TOUGGOURT",14.18,14.85,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,B00PML01,"SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pourbacheliers EL MGHAIER",14.36,14.65,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,B00PML01,"SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pourbacheliers EL MENIAA",--,--,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers OUARGLA,14.98,15.67,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers EL OUED,15.36,16.16,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,B00PSL01,"SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliersTOUGGOURT",15.63,16.17,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,B00PSL01,SCIENCES PHYSIQUES (P.E.S.) -- pour bacheliers EL MGHAIER,16.14,15.59,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers OUARGLA,14.02,14.34,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,C02PML01,MATHEMATIQUES (P.E.M) -- pour bacheliers EL OUED,14.94,15.99,nan,nan
