"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Unnamed: 0,Min3
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,L00PPL01,ARABE (P.E.P) -- pour bacheliers DJELFA,13.54,14.25,nan,nan
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,L00PPL01,ARABE (P.E.P) -- pour bacheliers MEDEA,13.24,13.89,nan,nan
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,L00PSL01,"LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliersLAGHOUAT",14.84,15.13,nan,nan
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,L00PSL01,"LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliersTIARET",14.73,15.38,nan,nan
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,L00PSL01,"LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliersDJELFA",14.99,15.68,nan,nan
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,L00PSL01,"LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliersMEDEA",15.15,15.92,nan,nan
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,L00PSL01,"LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliersGHARDAIA",--,14.00,nan,nan
C42,ECOLE NORMALE SUPERIEURE DE LAGHOUAT,L00PSL01,"LANGUE ET LITTERATURE ARABES (P.E.S) -- pour bacheliersEL MENIAA",--,14.10,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,B00PML01,"SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pourbacheliers ADRAR",14.47,--,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,B00PML01,"SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pourbacheliers BECHAR",14.39,14.18,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,B00PML01,"SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pourbacheliers EL BAYADH",14.57,--,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,B00PML01,"SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pourbacheliers TINDOUF",--,--,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,B00PML01,"SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pourbacheliers NAAMA",14.86,--,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,B00PML01,"SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pourbacheliers TIMIMOUN",14.90,--,nan,nan
U44,ECOLE NORMALE SUPERIEURE DE BECHAR,B00PML01,"SCIENCES PHYSIQUE ET TECHNOLOGIE (P.E.M) -- pourbacheliers BORDJ BADJI MOKHTAR",--,--,nan,nan
