"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Min3
U08,UNIV. MOSTAGANEM,D00LAL01,SCIENCES DE LA NATURE ET DE LA VIE,8.98,10.87,10.45
U08,UNIV. MOSTAGANEM,D03TCL01,SCIENCES AGRONOMIQUES,10.4,--,10.79
U08,UNIV. MOSTAGANEM,F00LAL01,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",10.0,10.11,10.00
U08,UNIV. MOSTAGANEM,G01LAL03,SCIENCES POLITIQUES,10.15,10.41,--
U08,UNIV. MOSTAGANEM,G02LAL01,DROIT,10.0,10.00,10.01
U08,UNIV. MOSTAGANEM,H01LAL01,LANGUE FRANCAISE,10.37,10.82,11.33
U08,UNIV. MOSTAGANEM,H02LAL01,LANGUE ESPAGNOLE,12.93,nan,nan
U08,UNIV. MOSTAGANEM,H06LAL02,LANGUE ANGLAISE,12.02,12.81,13.69
U08,UNIV. MOSTAGANEM,I17LAL01,SCIENCES HUMAINES,10.0,10.02,nan
U08,UNIV. MOSTAGANEM,I19LAL01,SCIENCES SOCIALES,10.0,10.06,nan
U08,UNIV. MOSTAGANEM,J00LAL01,"SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ETSPORTIVES",10.7,nan,nan
U08,UNIV. MOSTAGANEM,K00LAL01,ARTS,10.58,nan,nan
U08,UNIV. MOSTAGANEM,L00LAL01,LANGUE ET LITTERATURE ARABES,10.03,10.09,nan
U08,UNIV. MOSTAGANEM,N05IAL01,ARCHITECTURE,14.05,nan,nan
E14,UNIV. MSILA,A00LAL02,SCIENCES ET TECHNOLOGIES,7.61,nan,nan
E14,UNIV. MSILA,A05TCL01,GENIE CIVIL,9.59,nan,nan
E14,UNIV. MSILA,A09FPN01,ENERGIES RENOUVELABLES,12.74,nan,nan
E14,UNIV. MSILA,A16TCL01,ELECTROTECHNIQUE,10.09,nan,nan
E14,UNIV. MSILA,A19TCL01,GENIE MECANIQUE,10.78,nan,nan
E14,UNIV. MSILA,B00LAL03,SCIENCES DE LA MATIERE,8.15,nan,nan
E14,UNIV. MSILA,C01LAL03,INFORMATIQUE,12.99,13.65,nan
E14,UNIV. MSILA,C02LAL03,MATHEMATIQUES,9.67,8.51,nan
E14,UNIV. MSILA,D00LAL03,SCIENCES DE LA NATURE ET DE LA VIE,8.17,9.41,10.17
