"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Unnamed: 0,Min2,Min3
C39,UNIV. BLIDA 1,C01LAL01,INFORMATIQUE,14.07,nan,14.75,nan
C39,UNIV. BLIDA 1,C01TCL02,INFORMATIQUE,14.82,nan,15.55,nan
C39,UNIV. BLIDA 1,C02LAL01,MATHEMATIQUES,12.45,nan,13.21,nan
C39,UNIV. BLIDA 1,D00LAL03,SCIENCES DE LA NATURE ET DE LA VIE,11.37,nan,12.47,14.97
C39,UNIV. BLIDA 1,D03TCL01,SCIENCES AGRONOMIQUES,11.33,nan,12.76,--
C39,UNIV. BLIDA 1,N04LAL01,URBANISME,14.08,nan,nan,nan
C39,UNIV. BLIDA 1,N05IAL01,ARCHITECTURE,15.03,nan,nan,nan
C39,UNIV. BLIDA 1,P04VAL01,SCIENCES VETERINAIRES,14.08,nan,15.17,--
C47,UNIV. BLIDA 1 I.S.T.A,D07TPN02,SCIENCES ALIMENTAIRES,14.19,nan,--,--
C40,UNIV. BLIDA 2,F00LAL03,"SCIENCES ECONOMIQUES, DE GESTION ETCOMMERCIALES",10.0,nan,10.54,10.00
C40,UNIV. BLIDA 2,G01LAL01,SCIENCES POLITIQUES,10.0,nan,10.06,10.09
C40,UNIV. BLIDA 2,G02LAL02,DROIT,10.0,nan,10.08,10.96
C40,UNIV. BLIDA 2,H01LAL01,LANGUE FRANCAISE,10.61,nan,11.39,12.11
C40,UNIV. BLIDA 2,H03IAN09,"TRADUCTION/INTERPRETARIATARABE/FRANCAIS/ANGLAIS",11.77,nan,nan,nan
C40,UNIV. BLIDA 2,H06LAL01,LANGUE ANGLAISE,11.31,nan,12.05,12.89
C40,UNIV. BLIDA 2,H07LAL01,LANGUE ITALIENNE,9.3,nan,nan,nan
C40,UNIV. BLIDA 2,I17LAL01,SCIENCES HUMAINES,10.0,nan,10.00,nan
C40,UNIV. BLIDA 2,I19LAL01,SCIENCES SOCIALES,10.0,nan,10.00,nan
C40,UNIV. BLIDA 2,L00LAL02,LANGUE ET LITTERATURE ARABES,10.0,nan,10.00,nan
E27,UNIV BOUIRA,A00LAL02,SCIENCES ET TECHNOLOGIES,8.92,nan,nan,nan
E27,UNIV BOUIRA,A05TCL01,GENIE CIVIL,11.94,nan,nan,nan
E27,UNIV BOUIRA,A08TCL01,GENIE DES PROCEDES,10.55,nan,nan,nan
E27,UNIV BOUIRA,A16TCL01,ELECTROTECHNIQUE,10.02,nan,nan,nan
