"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Unnamed: 0,Min2,Min3
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers RELIZANE,16.00,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers IN SALAH,14.16,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PML01,"SCIENCES NATURELLES (P.E.M) -- pour bacheliers INGUEZZAM",--,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PML01,SCIENCES NATURELLES (P.E.M) -- pour bacheliers DJANET,--,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers CHLEF,16.34,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers BLIDA,16.21,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers BOUIRA,17.80,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,"SCIENCES NATURELLES (P.E.S) -- pour bacheliersTAMANRASSET",15.35,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers TLEMCEN,15.84,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,"SCIENCES NATURELLES (P.E.S) -- pour bacheliers TIZI-OUZOU",15.26,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers ALGER,15.92,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers SAIDA,15.58,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,"SCIENCES NATURELLES (P.E.S) -- pour bacheliers SIDIBEL-ABBES",15.70,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,"SCIENCES NATURELLES (P.E.S) -- pour bacheliersMOSTAGANEM",16.07,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers MASCARA,16.50,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers ORAN,15.90,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers ILLIZI,14.36,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,"SCIENCES NATURELLES (P.E.S) -- pour bacheliersBOUMERDES",16.48,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,"SCIENCES NATURELLES (P.E.S) -- pour bacheliersTISSEMSILT",16.59,nan,nan,nan
C09,ECOLE NORMALE SUPERIEURE KOUBA (E.N.S),D00PSL01,SCIENCES NATURELLES (P.E.S) -- pour bacheliers TIPAZA,16.32,nan,nan,nan
