"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Unnamed: 0,Min2,Min3
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",M00PPN01,LANGUE AMAZIGHE (P.E.P) -- pour bacheliers MASCARA,--,nan,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",M00PPN01,LANGUE AMAZIGHE (P.E.P) -- pour bacheliers OUARGLA,--,nan,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",M00PPN01,LANGUE AMAZIGHE (P.E.P) -- pour bacheliers ORAN,13.03,nan,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",M00PPN01,LANGUE AMAZIGHE (P.E.P) -- pour bacheliers EL BAYADH,13.13,nan,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",M00PPN01,LANGUE AMAZIGHE (P.E.P) -- pour bacheliers ILLIZI,--,nan,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",M00PPN01,LANGUE AMAZIGHE (P.E.P) -- pour bacheliers B.B.ARRERIDJ,14.94,nan,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",M00PPN01,LANGUE AMAZIGHE (P.E.P) -- pour bacheliers BOUMERDES,13.47,nan,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",M00PPN01,LANGUE AMAZIGHE (P.E.P) -- pour bacheliers ELTARF,--,nan,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",M00PPN01,LANGUE AMAZIGHE (P.E.P) -- pour bacheliers TINDOUF,--,nan,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",M00PPN01,LANGUE AMAZIGHE (P.E.P) -- pour bacheliers TISSEMSILT,--,nan,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",M00PPN01,LANGUE AMAZIGHE (P.E.P) -- pour bacheliers EL OUED,--,nan,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",M00PPN01,LANGUE AMAZIGHE (P.E.P) -- pour bacheliers KHENCHLA,--,nan,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",M00PPN01,LANGUE AMAZIGHE (P.E.P) -- pour bacheliers SOUK-AHRAS,--,nan,nan,nan
C26,"ECOLE NORMALE SUPERIEURE DEBOUZAREAH (E.N.S)",M00PPN01,LANGUE AMAZIGHE (P.E.P) -- pour bacheliers TIPAZA,--,nan,nan,nan
