"CodeEtb",Etablissement,Code Fil,Filiere,Min1,Min2,Unnamed: 0,Min3
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PML01,LANGUE ANGLAISE (P.E.M) -- pour bacheliers EL MGHAIER,14.07,14.36,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers OUARGLA,13.04,13.02,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers EL OUED,13.96,14.57,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers GHARDAIA,13.44,14.02,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers TOUGGOURT,13.26,13.89,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers EL MGHAIER,13.49,14.35,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PPL01,LANGUE ANGLAISE (P.E.P) -- pour bacheliers EL MENIAA,13.05,13.20,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers BISKRA,15.54,--,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers OUARGLA,14.91,16.02,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers EL OUED,15.51,16.28,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PSL01,"LANGUE ANGLAISE (P.E.S) -- pour bacheliers OULEDDJELLAL",--,15.90,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers TOUGGOURT,14.90,--,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,H06PSL01,LANGUE ANGLAISE (P.E.S) -- pour bacheliers EL MGHAIER,15.07,15.83,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers BISKRA,14.44,15.01,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers OUARGLA,--,--,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers ILLIZI,--,--,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers EL OUED,14.22,14.91,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers GHARDAIA,--,14.05,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PML01,"HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers OULEDDJELLAL",14.52,--,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PML01,"HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliersTOUGGOURT",14.05,14.26,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PML01,HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers DJANET,--,--,nan,nan
E41,ECOLE NORMALE SUPERIEURE DE OUARGLA,I00PML01,"HISTOIRE GEOGRAPHIE (P.E.M) -- pour bacheliers ELMGHAIER",--,--,nan,nan
